cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_1058_NA	Success	0.0445028948236654	1	0.765444913384139	0.894328273857996	NAC014
chr1:clu_1059_NA	Success	0.0609056026239614	1	0.72707833343691	0.871454201627984	AT-GTL1
chr1:clu_1060_NA	Success	2.78125714529926	2	0.061960564962171	0.198102972811183	FAX4
chr1:clu_1061_NA	Success	0.0325767112319113	1	0.798528714265765	0.910416658998467	AT1G33290
chr1:clu_1062_NA	Not enough valid samples	NA	NA	NA	NA	TPR9
chr1:clu_1063_NA	Success	0.0059444767804564	1	0.913173557451898	0.960983691349903	SAR1
chr1:clu_1064_NA	Not enough valid samples	NA	NA	NA	NA	AT1G33415
chr1:clu_1065_NA	Success	1.20200839340384	1	0.121024141581287	0.302773999883978	AT1G33470
chr1:clu_1066_NA	Success	0.170264436091884	1	0.559524105855621	0.766802354161226	AT1G33470
chr1:clu_1067_NA	Success	0.0914097454862031	2	0.912643682646828	0.960761418708166	AT1G33680
chr1:clu_1068_NA	Success	0.248473530005754	1	0.480844637804796	0.707668166961056	AT1G33780
chr1:clu_1069_NA	Not enough valid samples	NA	NA	NA	NA	AT1G33970
chr1:clu_1070_NA	Success	5.56906539960119	1	0.000845710688282663	0.0102815230853719	AT1G34010
chr1:clu_1071_NA	Success	0.0180652820654501	1	0.84924611693105	0.931326017404675	SAMC2
chr1:clu_1072_NA	Not enough valid samples	NA	NA	NA	NA	SAMC2
chr1:clu_1073_NA	Success	0.0287366594842098	1	0.810534974343605	0.915708398656286	AT1G34150
chr1:clu_1074_NA	Success	0.506238383311512	1	0.314310212715017	0.553854641341774	SERK2
chr1:clu_1075_NA	Not enough valid samples	NA	NA	NA	NA	AT1G34270
chr1:clu_1076_NA	Success	0.155513365675006	1	0.577050824376487	0.779483976476303	AT1G34320
chr1:clu_1077_NA	Success	0.00206972132923511	1	0.948700697904464	0.975766955111292	AT1G34418
chr1:clu_1078_NA	Success	1.74562233085871	1	0.0616941834984933	0.197670524174237	AT1G34470
chr1:clu_1079_NA	Success	9.31089795873936	3	0.000327310553546648	0.0057042850805962	AT1G34570
chr1:clu_1080_NA	Success	4.16089948326304	1	0.00391721060559796	0.028735742033766	AT1G34750
chr1:clu_1081_NA	Success	0.00139702597914493	1	0.957844417186205	0.980611517085367	AT1G35320
chr1:clu_1082_NA	Success	0.0891648063822004	1	0.672812692138313	0.846278792989993	AT1G35320
chr1:clu_1083_NA	Success	0.30076760905979	1	0.437992869619814	0.667955741984693	AT1G35340
chr1:clu_1084_NA	Success	0.0317686293593624	1	0.800990064425821	0.911659133349887	AT1G35340
chr1:clu_1085_NA	Success	0.00325612473341153	1	0.935681722044645	0.970889588101863	AT1G35420
chr1:clu_1086_NA	Success	1.25482638696343	1	0.11315086034472	0.293390242510923	AT1G35510
chr1:clu_1087_NA	Not enough valid samples	NA	NA	NA	NA	AT1G35516,HOS10
chr1:clu_1088_NA	Success	1.12422822435158	1	0.133747754894045	0.320708848378152	AT1G36070
chr1:clu_1089_NA	Success	0.66110696451679	1	0.250195105872031	0.486669834970434	AT1G36070
chr1:clu_1090_NA	Success	0.590046719437481	1	0.277336974080824	0.513303239320862	SKS6
chr1:clu_1091_NA	Success	0.116899365324599	1	0.628721321210785	0.819893937478597	RPL35AB
chr1:clu_1092_NA	Success	4.47538374516608	1	0.00277353035752009	0.0227266863811462	AT1G42440
chr1:clu_1093_NA	Not enough valid samples	NA	NA	NA	NA	GLR3.3
chr1:clu_1094_NA	Success	1.23716903878181	1	0.115718150091153	0.296812686174765	GLR3.3
chr1:clu_1095_NA	Success	0.0211250294239562	1	0.837143850765652	0.927250523071618	ARP1
chr1:clu_1096_NA	Success	6.54035019030306	3	0.00446529691095909	0.031236357741396	UGT80B1
chr1:clu_1097_NA	Success	1.39202497538508	1	0.095207138902469	0.266402352740417	AT1G43670
chr1:clu_1098_NA	Not enough valid samples	NA	NA	NA	NA	SEU
chr1:clu_1099_NA	Success	0.00133266376462871	1	0.958826056387513	0.980741030535889	CAO
chr1:clu_1100_NA	Success	0.0148871099760868	1	0.863003522203139	0.932764035795237	AT1G44770
chr1:clu_1101_NA	Success	0.517979510005745	1	0.308763162888702	0.547600550652609	AT1G44780
chr1:clu_1102_NA	Success	0.0728441333464502	1	0.702690336307696	0.862008180396097	AT1G44790
chr1:clu_1103_NA	Not enough valid samples	NA	NA	NA	NA	PRP40A
chr1:clu_1104_NA	Not enough valid samples	NA	NA	NA	NA	AT1G45110
chr1:clu_1105_NA	Success	1.78661330502649	2	0.167526571408021	0.372289778545932	ABF2
chr1:clu_1106_NA	Success	0.236104162939625	1	0.491972985837132	0.712328211092058	LHCA5
chr1:clu_1107_NA	Success	1.01495892300944	1	0.154228944044794	0.351414242346802	TULP6
chr1:clu_1108_NA	Success	1.576260894847	1	0.0758097193682414	0.227882655927466	SDH5
chr1:clu_1109_NA	Success	0.32876566161778	1	0.417432834194151	0.650418602116468	AT1G47530
chr1:clu_1110_NA	Success	0.241032240868662	1	0.487488676420576	0.711757074773868	AT1G47530
chr1:clu_1111_NA	Success	6.42906912152904	1	0.000336014724411087	0.00578905368056816	SEC3A
chr1:clu_1112_NA	Success	0.00547904628761842	1	0.916629011638561	0.962852029679572	OSB1
chr1:clu_1113_NA	Success	0.540492731974609	1	0.298477205571045	0.537258970027881	LPD1
chr1:clu_1114_NA	Success	0.606097056617898	2	0.545475680565322	0.755100632187533	AT1G48210
chr1:clu_1115_NA	Success	1.54864344116754	1	0.0784228905097656	0.232492640006827	AGO1
chr1:clu_1116_NA	Success	6.88185455323473	1	0.000207302379767988	0.00403236564516441	AT1G48430
chr1:clu_1117_NA	Success	0.890390922206194	1	0.182053349751845	0.394035067840496	AT1G48430
chr1:clu_1118_NA	Not enough valid samples	NA	NA	NA	NA	IRE3
chr1:clu_1119_NA	Success	0.00214222131330644	1	0.947811213642809	0.975360059715763	GATB
chr1:clu_1120_NA	Success	0.0189912883106587	1	0.845478129943205	0.92931701122084	AT1G48540
chr1:clu_1121_NA	Not enough valid samples	NA	NA	NA	NA	AT1G48550
chr1:clu_1122_NA	Success	0.714861277352611	1	0.231809723032387	0.465627125211624	RPS7A
chr1:clu_1123_NA	Success	0.16595320979556	1	0.56453866963076	0.770522448590648	NUCL1
chr1:clu_1124_NA	Success	2.26648852149054	1	0.0332477315894081	0.129511512586648	AT1G49180
chr1:clu_1125_NA	Success	2.06274514426866	1	0.0422417786840185	0.153815172382024	PI4KA1
chr1:clu_1126_NA	Not enough valid samples	NA	NA	NA	NA	AT1G49350
chr1:clu_1127_NA	Success	2.7630449314257	1	0.0187349284900223	0.0855845596930566	AT1G49350
chr1:clu_1128_NA	Success	1.45032018712334	1	0.0885443702635047	0.254491207192056	REM19
chr1:clu_1129_NA	Not enough valid samples	NA	NA	NA	NA	AT1G49520
chr1:clu_1130_NA	Success	5.99051049500895	2	0.00250238626837876	0.0213126966078022	AT1G49590
chr1:clu_1131_NA	Success	0.0332289276532549	1	0.796565732355608	0.909770594827673	PREP2
chr1:clu_1132_NA	Not enough valid samples	NA	NA	NA	NA	FUT12
chr1:clu_1133_NA	Not enough valid samples	NA	NA	NA	NA	ABF1
chr1:clu_1134_NA	Success	1.56634187468353	1	0.0767373178381071	0.229754730170698	AT1G49730
chr1:clu_1135_NA	Success	0.59887126510759	1	0.273773341025879	0.510809048438825	AT1G49730
chr1:clu_1136_NA	Success	3.25558589011848	1	0.0107198845327412	0.0583996180890209	TRB1
chr1:clu_1137_NA	Success	1.22348727579083	1	0.117751629289315	0.299240483839097	AT1G49975
chr1:clu_1138_NA	Not enough valid samples	NA	NA	NA	NA	AT1G50000
chr1:clu_1139_NA	Not enough valid samples	NA	NA	NA	NA	AT1G50000
chr1:clu_1140_NA	Success	0.0616493718715674	1	0.725483914273446	0.871454201627984	AT1G50120
chr1:clu_1141_NA	Success	3.24508920401627	3	0.09005064908536	0.257623170042212	AT1G50140
chr1:clu_1142_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_1143_NA	Success	6.47945445847768	1	0.000318402689210375	0.00561394215186713	TAF15
chr1:clu_1144_NA	Success	3.48988993298846	1	0.00824357481729263	0.048562679978164	TAF15
chr1:clu_1145_NA	Success	1.97415019943136	1	0.0469187328757647	0.165256985537886	AT1G50440
chr1:clu_1146_NA	Success	0.103831716221862	1	0.648604978306144	0.833849526118226	AT1G50450
chr1:clu_1147_NA	Success	1.02998252094784	1	0.151213639430877	0.348115669142633	AT1G50570
chr1:clu_1148_NA	Success	0.0681658919535977	1	0.711955296292738	0.865346681836618	AT1G50620
chr1:clu_1149_NA	Success	0.863684168607563	1	0.188747334420012	0.404746239883597	NA
chr1:clu_1150_NA	Success	0.455883414457674	1	0.339646061257341	0.579860064943875	AT1G50730
chr1:clu_1151_NA	Success	0.00251720359352703	1	0.943434718781787	0.974188767840498	AT1G50730
chr1:clu_1152_NA	Success	0.434786992530292	1	0.351073274571232	0.589246584912337	POLIA
chr1:clu_1153_NA	Success	11.3677362960661	3	4.58483279283981e-05	0.00157082623527409	PAP12
chr1:clu_1154_NA	Success	0.434562660003735	1	0.351197570869484	0.589246584912337	PAP12
chr1:clu_1155_NA	Success	0.417179331147537	1	0.361015196786847	0.598713321403929	PAP12
chr1:clu_1156_NA	Not enough valid samples	NA	NA	NA	NA	AT1G51160
chr1:clu_1157_NA	Success	4.6503005875793	2	0.00955872826368094	0.0533600188154088	SAP2
chr1:clu_1158_NA	Not enough valid samples	NA	NA	NA	NA	PVA14
chr1:clu_1159_NA	Success	0.0883522300518678	1	0.674220807248778	0.846885926313934	AT1G51310
chr1:clu_1160_NA	Not enough valid samples	NA	NA	NA	NA	MATE
chr1:clu_1161_NA	Not enough valid samples	NA	NA	NA	NA	AT1G51370
chr1:clu_1162_NA	Success	0.0487640261174107	1	0.754816479256767	0.887932768224406	AT1G51430
chr1:clu_1163_NA	Success	4.07667637448674	1	0.00429816232463077	0.0304148136709919	MNS1
chr1:clu_1164_NA	Success	0.614848863460566	1	0.267465831038157	0.505269098107798	MNS1
chr1:clu_1165_NA	Success	0.251660816678708	1	0.47804424999667	0.705483805061165	GATA28
chr1:clu_1166_NA	Success	3.68398685352426	1	0.00663957082731488	0.0417048042590716	PP2AB1
chr1:clu_1167_NA	Success	0.00217542123903058	1	0.947408941938119	0.975360059715763	PP2AB1
chr1:clu_1168_NA	Success	1.82204604295048	1	0.0562684750226481	0.18561209211519	AT1G51720
chr1:clu_1169_NA	Success	1.08563826085998	1	0.140609473355254	0.332422383785319	AT1G51720
chr1:clu_1170_NA	Success	0.580313960267091	1	0.28133535331041	0.517526595625923	AT1G51805
chr1:clu_1171_NA	Success	1.22404016457543	1	0.117668693832906	0.299240483839097	LYK3
chr1:clu_1172_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_1173_NA	Not enough valid samples	NA	NA	NA	NA	JAL5
chr1:clu_1174_NA	Not enough valid samples	NA	NA	NA	NA	AT1G52100
chr1:clu_1175_NA	Success	0.0118079729120382	1	0.877866151129441	0.939776223304928	CURT1C
chr1:clu_1176_NA	Success	3.82769227891004	2	0.0217597732202974	0.0961960648961828	CURT1C
chr1:clu_1177_NA	Success	3.95875525276972	2	0.0190868578246094	0.0866669824415624	AT1G52360
chr1:clu_1178_NA	Success	0.299304999562423	1	0.439108866365096	0.669293540951796	BGLU18
chr1:clu_1179_NA	Success	4.90742962527793	2	0.00739146276426835	0.0453874953854767	AT1G52510
chr1:clu_1180_NA	Not enough valid samples	NA	NA	NA	NA	FPG1
chr1:clu_1181_NA	Success	3.23428619950477	1	0.0109798698333001	0.0591020926179036	AT1G52510
chr1:clu_1182_NA	Success	6.75662734056823	1	0.000236884340906716	0.00446378929896093	AT1G52510
chr1:clu_1183_NA	Success	5.54049848443009	1	0.000872168964147209	0.0104764519000153	AT1G52510
chr1:clu_1184_NA	Success	3.97668232848611	1	0.00479980592504826	0.0325932767207669	AT1G52510
chr1:clu_1185_NA	Not enough valid samples	NA	NA	NA	NA	AT1G52630
chr1:clu_1186_NA	Success	0.100059287984607	1	0.654625151938326	0.837020709539463	AT1G52670
chr1:clu_1187_NA	Success	0.0701530201275773	1	0.707976956260825	0.863380259842572	AT1G53040
chr1:clu_1188_NA	Success	0.709510702520802	1	0.233564542157629	0.467905046249337	AT1G53120
chr1:clu_1189_NA	Not enough valid samples	NA	NA	NA	NA	AT1G53165
chr1:clu_1190_NA	Not enough valid samples	NA	NA	NA	NA	AT1G53200
chr1:clu_1191_NA	Success	0.0682167065423016	1	0.711852746709648	0.865346681836618	TCP3
chr1:clu_1192_NA	Not enough valid samples	NA	NA	NA	NA	AT1G53250
chr1:clu_1193_NA	Success	1.000201482808	1	0.15725739485669	0.356757348881806	PPC1
chr1:clu_1194_NA	Success	3.54911674236291e-05	1	0.993277821136781	0.996583238178834	AT1G53380
chr1:clu_1195_NA	Not enough valid samples	NA	NA	NA	NA	HEI10
chr1:clu_1196_NA	Success	3.28042491385224	2	0.0376122714360664	0.141241179154923	MPK18
chr1:clu_1197_NA	Success	0.071956206500829	1	0.704422112304983	0.862101779388867	MAP3KA
chr1:clu_1198_NA	Success	0.686301497723719	1	0.241365156102847	0.476465859305173	MAP3KA
chr1:clu_1199_NA	Success	1.70370507632768	1	0.0649042349963041	0.205552803060774	NTMC2T6.1
chr1:clu_1200_NA	Success	1.84528211120605	1	0.0547211024097052	0.183315693072513	CID8
chr1:clu_1201_NA	Success	5.59147699680528	1	0.000825522368890859	0.0100767204137892	AT1G53710
chr1:clu_1202_NA	Success	0.0108040647188545	1	0.88313435756801	0.94353298655831	RPT1B
chr1:clu_1203_NA	Success	7.90581242603082	1	6.99712859610067e-05	0.00198289043873936	RPT1B,AT1G53785
chr1:clu_1204_NA	Success	0.0822683391055534	1	0.68501359366514	0.850624375988631	AT1G53800
chr1:clu_1205_NA	Success	3.18733466588816	1	0.011576060915983	0.0615552445532427	AT1G53800
chr1:clu_1206_NA	Success	0.818172653828668	1	0.200827644859162	0.424016351015667	UBP1A
chr1:clu_1207_NA	Success	0.0522816636481025	1	0.746420701464307	0.884514560462442	AT1G54220
chr1:clu_1208_NA	Success	4.12225077698341	1	0.00408756320503201	0.0297450328393931	AT1G54310
chr1:clu_1209_NA	Success	6.54461819561106	3	0.00444754738145058	0.0311845473373802	ABCC2
chr1:clu_1210_NA	Success	8.61867885377484	1	3.29885334362628e-05	0.00127531441115273	TAF6B
chr1:clu_1211_NA	Success	3.53690608730494	2	0.0291032307885764	0.117780189030279	NHX5
chr1:clu_1212_NA	Success	0.652201186858861	1	0.253410642534054	0.490393509140034	AT1G54380
chr1:clu_1213_NA	Success	0.85167116341745	2	0.426701248257517	0.658522069691239	ING2
chr1:clu_1214_NA	Success	1.50622015146439	2	0.221746564304863	0.452344987401327	AT1G54440
chr1:clu_1215_NA	Success	0.493953668030684	1	0.320254378244492	0.56115034053621	AT1G54460
chr1:clu_1216_NA	Success	0.000470054215810478	1	0.975539744321287	0.990320649538276	AT1G54610
chr1:clu_1217_NA	Success	0.014872992238395	1	0.863067853995128	0.932764035795237	AT1G54730
chr1:clu_1218_NA	Success	9.59530112029825	2	6.80477345558002e-05	0.00195394209224512	AT1G54730
chr1:clu_1219_NA	Success	0.0641142757909847	1	0.720275854255034	0.869696315810544	AT1G54920
chr1:clu_1220_NA	Success	0.0168773401716749	1	0.854229612521415	0.931326017404675	AT1G54920
chr1:clu_1221_NA	Success	1.02723651349179	1	0.151759752330546	0.348573285816802	RH20
chr1:clu_1222_NA	Success	5.36769791982374	2	0.0046648578356339	0.0321550850265321	SCL33
chr1:clu_1223_NA	Success	0.120673436305196	1	0.623235020395855	0.815399389499997	SCL33
chr1:clu_1224_NA	Not enough valid samples	NA	NA	NA	NA	MED13
chr1:clu_1225_NA	Success	1.92153092197572	1	0.0499522228449668	0.173110289514454	AT1G55340
chr1:clu_1226_NA	Success	0.116950722956062	1	0.628645934224767	0.819893937478597	DEK1
chr1:clu_1227_NA	Success	0.0905582697940588	1	0.67041545482321	0.845220192629425	ECT4
chr1:clu_1228_NA	Success	4.9429850339485	1	0.00166543708152658	0.0163187680929671	ECT4
chr1:clu_1229_NA	Success	0.368275855617981	1	0.390767731991442	0.626186830288155	ECT4
chr1:clu_1230_NA	Not enough valid samples	NA	NA	NA	NA	UKL3
chr1:clu_1231_NA	Not enough valid samples	NA	NA	NA	NA	AT1G55830
chr1:clu_1232_NA	Success	8.01300482330112	2	0.000331128240759718	0.00573765313730202	AT1G55840
chr1:clu_1233_NA	Not enough valid samples	NA	NA	NA	NA	PARN
chr1:clu_1234_NA	Not enough valid samples	NA	NA	NA	NA	AT1G56090
chr1:clu_1235_NA	Success	1.57280373932431	1	0.0761316467469891	0.228622425241207	NOP56
chr1:clu_1236_NA	Success	0.518970456464402	1	0.308300845074774	0.547102441377542	AT1G56180
chr1:clu_1237_NA	Success	1.18258213046556	1	0.124070853023907	0.307373559463501	AT1G56220
chr1:clu_1238_NA	Success	0.402077791970896	1	0.369853815277593	0.606367184916771	AT1G56230
chr1:clu_1239_NA	Success	0.197147801916515	1	0.530050048211582	0.744688208461286	AT1G56460
chr1:clu_1240_NA	Success	1.33898675419638	1	0.101745128541203	0.277361268129951	AT1G56500
chr1:clu_1241_NA	Success	3.86348779994222	1	0.00544017998287912	0.0356562634405542	AT1G56500
chr1:clu_1242_NA	Success	1.62445423272575	1	0.071471038594389	0.220332496280248	AT1G56500
chr1:clu_1243_NA	Not enough valid samples	NA	NA	NA	NA	AT1G56660
chr1:clu_1244_NA	Success	0.338743248442853	1	0.410453585805064	0.645015225719773	AT1G56720
chr1:clu_1245_NA	Success	0.436465557193657	1	0.350145128375632	0.589049743382904	AT1G57540
chr1:clu_1246_NA	Success	0.315482081932942	1	0.427001872718531	0.658522069691239	ASK4
chr1:clu_1247_NA	Success	0.0425742605416985	1	0.77043786677963	0.896514924099029	AT1G58025
chr1:clu_1248_NA	Success	1.52745582769725	1	0.0804933724229954	0.237463324711674	AT1G58025
chr1:clu_1249_NA	Success	0.0147861755369263	1	0.863464153865508	0.932764035795237	CAT2
chr1:clu_1250_NA	Success	0.00266889589406105	1	0.941758218421065	0.974065532946659	AT1G58060
chr1:clu_1251_NA	Success	2.41806691182694	1	0.0278693091701616	0.114321043738826	HISN1A
chr1:clu_1252_NA	Success	0.161594223187507	1	0.569697776604884	0.775411319833918	MSL3
chr1:clu_1253_NA	Success	4.93910767747963	1	0.00167247075977673	0.0163187680929671	MSL3
chr1:clu_1254_NA	Not enough valid samples	NA	NA	NA	NA	SAB
chr1:clu_1255_NA	Success	1.38854083977404	1	0.0956222618967164	0.266945481128333	RXW8
chr1:clu_1256_NA	Not enough valid samples	NA	NA	NA	NA	AT1G58590
chr1:clu_1257_NA	Success	3.30666916477588	2	0.0366380059002934	0.138252300111871	AT1G58602
chr1:clu_1258_NA	Success	0.0818841093536093	1	0.685710641288541	0.851139392130486	AT1G58602
chr1:clu_1259_NA	Success	0.228822894440981	1	0.498726276959209	0.717022147455012	CW7
chr1:clu_1260_NA	Success	0.984482530126002	2	0.373632520493853	0.609909068375185	MPK2
chr1:clu_1261_NA	Success	0.0616007079852352	1	0.725587903857305	0.871454201627984	ZCW7
chr1:clu_1262_NA	Success	0.00328986280783283	1	0.935350092838402	0.970889588101863	ARF1
chr1:clu_1263_NA	Success	0.324021084036872	2	0.723234993505819	0.871335085733173	ARF1
chr1:clu_1264_NA	Success	0.407310294928664	1	0.36675768847743	0.604014357850241	SNL5
chr1:clu_1265_NA	Success	0.608494825830178	1	0.269952244129147	0.507739248939101	AT1G60200
chr1:clu_1266_NA	Success	0.478044453749618	1	0.328174245801534	0.56779265649106	AT1G60230
chr1:clu_1267_NA	Success	0.0777892798872983	1	0.693260290788338	0.855950570215404	BGLU5
chr1:clu_1268_NA	Success	3.36717657271015	2	0.0344868711857847	0.132964087755935	BGLU6
chr1:clu_1269_NA	Success	0.235122792621695	1	0.492874209550924	0.712328211092058	BGLU6
chr1:clu_1270_NA	Success	0.302161886016421	1	0.43693305034879	0.667352151368593	ARPC3
chr1:clu_1271_NA	Success	1.74772499752851	1	0.0615376818128477	0.197564601401215	ARPC3
chr1:clu_1272_NA	Not enough valid samples	NA	NA	NA	NA	AT1G60505
chr1:clu_1273_NA	Not enough valid samples	NA	NA	NA	NA	AT1G60525
chr1:clu_1274_NA	Success	0.381913830275721	1	0.38213331421085	0.619092929793505	AT1G60525
chr1:clu_1275_NA	Success	0.0707411189982281	1	0.706811891114291	0.862748345102827	ABC4
chr1:clu_1276_NA	Not enough valid samples	NA	NA	NA	NA	ATRPAC42
chr1:clu_1277_NA	Success	3.51505185728024	2	0.0297462603539411	0.119579966622843	U2AF65B
chr1:clu_1278_NA	Success	0.205475631074876	1	0.521487076763506	0.736087797959725	AT1G60990
chr1:clu_1279_NA	Success	2.27357972724559	1	0.0329734055035837	0.128609078387199	AT1G60990
chr1:clu_1280_NA	Not enough valid samples	NA	NA	NA	NA	CPSF73-I
chr1:clu_1281_NA	Success	6.27352193517709	5	0.0280141439400886	0.114759027145879	AT1G61150
chr1:clu_1282_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_1283_NA	Success	0.0469422278051752	1	0.759295765716983	0.891115894759324	AT1G61210
chr1:clu_1284_NA	Success	0.99552521317284	1	0.158231091375867	0.357979544752158	AT1G61210
chr1:clu_1285_NA	Success	0.419236528444316	1	0.359833842752282	0.598437814661136	AT1G61300
chr1:clu_1286_NA	Success	0.596144694411748	1	0.274868245411543	0.511762607530266	BHLH112
chr1:clu_1287_NA	Success	0.562756094243639	1	0.288734625592121	0.525368072516745	BHLH112
chr1:clu_1288_NA	Success	3.20162052237464	1	0.0113912223662735	0.0608945663728981	AT1G61740
chr1:clu_1289_NA	Success	1.06512282134861	1	0.144417610718167	0.338200889271742	PLA1
chr1:clu_1290_NA	Not enough valid samples	NA	NA	NA	NA	AT1G62130
chr1:clu_1291_NA	Not enough valid samples	NA	NA	NA	NA	NPF8.5
chr1:clu_1292_NA	Success	0.307682006379338	1	0.43277528324617	0.662680283893958	AT1G62330
chr1:clu_1293_NA	Success	0.654403312281474	1	0.252610836176795	0.489159711671828	AT1G62330
chr1:clu_1294_NA	Success	5.69312241176138	1	0.000739899527918054	0.00946955976545212	FMOGS-OX2
