ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
21	"AT2G45950"	"ASK20"	chr2	-	18904323	18904832	18904323	18904624	18904716	18904832	21	14,9,13	89,99,106	13,33,22	177,197,126	241	149	0.581199920476	0.95620966974	0.089,0.053,0.07	0.043,0.094,0.097	-0.007
23	"AT1G07890"	"APX1"	chr1	+	2439277	2439665	2439277	2439336	2439419	2439665	23	31,16,24	2115,1254,1768	38,81,39	5002,7105,4135	232	149	1	1.0	0.009,0.008,0.009	0.005,0.007,0.006	0.003
24	"AT2G45830"	"DTA2"	chr2	+	18866060	18867160	18866060	18866503	18866606	18867160	24	1,7,0	10,8,3	3,5,1	4,21,6	252	149	0.837288895987	1.0	0.056,0.341,0.0	0.307,0.123,0.09	-0.041
25	"AT2G34260"	"AT2G34260"	chr2	+	14466212	14466446	14466212	14466277	14466358	14466446	25	5,4,0	57,70,35	0,0,0	37,27,16	230	149	0.064732210148	0.198119794695	0.054,0.036,0.0	0.0,0.0,0.0	0.03
26	"AT2G38660"	"FOLD1"	chr2	+	16168029	16168386	16168029	16168090	16168238	16168386	26	88,85,64	0,0,2	52,99,39	0,0,2	297	149	1	1.0	1.0,1.0,0.941	1.0,1.0,0.907	0.011
28	"AT3G04970"	"PAT17"	chr3	+	1377836	1378500	1377836	1377962	1378048	1378500	28	4,9,13	62,72,66	4,5,6	57,86,37	235	149	0.156373452715	0.39050403439	0.039,0.073,0.111	0.043,0.036,0.093	0.017
29	"AT3G11620"	"AT3G11620"	chr3	-	3669784	3670110	3669784	3669889	3670059	3670110	29	1,7,17	63,98,87	10,4,2	100,116,47	319	149	0.11143330749	0.308819745452	0.007,0.032,0.084	0.045,0.016,0.019	0.014
30	"AT4G33050"	"EDA39"	chr4	-	15945059	15945477	15945059	15945161	15945246	15945477	30	5,5,14	22,65,71	1,5,6	49,96,44	234	149	0.0119613418997	0.0478980607349	0.126,0.047,0.112	0.013,0.032,0.08	0.053
31	"AT4G33050"	"EDA39"	chr4	-	15945749	15946018	15945749	15945838	15945952	15946018	31	0,0,2	37,69,71	1,0,1	45,68,35	263	149	1	1.0	0.0,0.0,0.016	0.012,0.0,0.016	-0.004
32	"AT4G23470"	"AT4G23470"	chr4	+	12249469	12249874	12249469	12249491	12249817	12249874	32	30,50,33	136,231,160	44,33,6	184,297,139	475	149	0.00635872166688	0.0277888365154	0.065,0.064,0.061	0.07,0.034,0.013	0.024
34	"AT3G59950"	"ATG4B"	chr3	-	22146421	22146963	22146421	22146796	22146890	22146963	34	39,31,30	6,3,1	15,17,18	2,8,0	243	149	0.415059392374	0.794292605617	0.799,0.864,0.948	0.821,0.566,1.0	0.075
35	"AT5G07770"	"FH16"	chr5	+	2475710	2475955	2475710	2475827	2475908	2475955	35	7,5,9	0,0,0	4,12,22	2,2,3	230	149	0.000133182399483	0.000984250415691	1.0,1.0,1.0	0.564,0.795,0.826	0.272
37	"AT1G14170"	"AT1G14170"	chr1	-	4844653	4845283	4844653	4845150	4845225	4845283	37	19,18,4	11,4,8	7,25,11	14,23,5	224	149	0.397870426648	0.767864581365	0.535,0.75,0.25	0.25,0.42,0.594	0.09
39	"AT5G65940"	"CHY1"	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	39	67,84,73	183,190,177	49,56,19	229,223,137	225	149	6.29177239309e-06	6.28485835749e-05	0.195,0.226,0.215	0.124,0.143,0.084	0.095
40	"AT1G67500"	"REV3"	chr1	-	25294487	25294841	25294487	25294579	25294657	25294841	40	3,12,4	8,6,2	0,4,0	0,3,1	227	149	1	1.0	0.198,0.568,0.568	NA,0.467,0.0	0.211
41	"AT5G24770"	"VSP2"	chr5	-	8500475	8501193	8500475	8500887	8500980	8501193	41	2,21,20	1406,1627,1330	30,26,16	2220,5620,2532	242	149	1	1.0	0.001,0.008,0.009	0.008,0.003,0.004	0.001
42	"AT3G04910"	"WNK1"	chr3	+	1355717	1356244	1355717	1355945	1356023	1356244	42	11,6,12	259,291,206	0,1,0	113,255,135	227	149	0.000957247931019	0.0054045861447	0.027,0.013,0.037	0.0,0.003,0.0	0.025
44	"AT5G57290"	"RPP3B"	chr5	-	23206801	23207213	23206801	23207114	23207167	23207213	44	518,705,581	6,8,10	913,1161,546	11,17,5	202	149	0.903640402402	1.0	0.985,0.985,0.977	0.984,0.981,0.988	-0.002
46	"AT3G61280"	"AT3G61280"	chr3	+	22682701	22683080	22682701	22682766	22682869	22683080	46	2,12,11	3,39,32	2,2,5	6,12,14	252	149	0.437435069884	0.81985253304	0.283,0.154,0.169	0.165,0.09,0.174	0.059
47	"AT3G60600"	"PVA11"	chr3	+	22401521	22401990	22401521	22401575	22401912	22401990	47	34,35,27	331,387,339	28,48,44	628,743,387	486	149	0.117261843704	0.321057276888	0.031,0.027,0.024	0.013,0.019,0.034	0.005
48	"AT1G75380"	"BBD1"	chr1	-	28281388	28281850	28281388	28281708	28281783	28281850	48	31,29,41	1353,1733,1803	13,35,23	1288,1688,934	224	149	0.451978253941	0.835795064356	0.015,0.011,0.015	0.007,0.014,0.016	0.001
49	"AT1G72830"	"NFYA3"	chr1	-	27406172	27406343	27406172	27406250	27406325	27406343	49	64,101,70	4,1,8	58,109,57	2,6,2	224	149	0.703590126064	1.0	0.914,0.985,0.853	0.951,0.924,0.95	-0.024
50	"AT3G10300"	"CML49"	chr3	+	3187558	3187844	3187558	3187734	3187825	3187844	50	0,0,0	123,142,117	4,3,0	147,148,107	240	149	1	1.0	0.0,0.0,0.0	0.017,0.012,0.0	-0.01
52	"AT3G10300"	"CML49"	chr3	+	3187558	3188205	3187558	3187844	3187966	3188205	52	14,12,4	96,117,100	6,8,1	131,135,97	271	149	0.00662376563794	0.0285355590753	0.074,0.053,0.022	0.025,0.032,0.006	0.029
53	"AT3G16700"	"AT3G16700"	chr3	+	5689215	5689448	5689215	5689266	5689330	5689448	53	17,51,32	0,1,0	60,57,44	3,5,0	213	149	0.010958596051	0.0440768310193	1.0,0.973,1.0	0.933,0.889,1.0	0.05
54	"AT5G40520"	"AT5G40520"	chr5	-	16233788	16233968	16233788	16233822	16233908	16233968	54	5,1,0	26,19,4	1,8,1	13,19,7	235	149	0.127118032888	0.337866350571	0.109,0.032,0.0	0.047,0.211,0.083	-0.067
57	"AT2G26430"	"CYCL1-1"	chr2	-	11245186	11245528	11245186	11245261	11245352	11245528	57	14,15,9	0,0,0	11,6,10	0,1,0	240	149	1	1.0	1.0,1.0,1.0	1.0,0.788,1.0	0.071
58	"AT2G26430"	"CYCL1-1"	chr2	-	11245186	11245528	11245186	11245268	11245352	11245528	58	6,11,5	54,73,45	1,3,4	62,111,45	233	149	0.000945790272081	0.00537327098326	0.066,0.088,0.066	0.01,0.017,0.054	0.046
60	"AT5G22820"	"AT5G22820"	chr5	-	7623880	7624408	7623880	7624041	7624136	7624408	60	3,0,1	31,36,23	8,4,2	31,59,32	244	149	0.0192799653342	0.0709533946914	0.056,0.0,0.026	0.136,0.04,0.037	-0.044
61	"AT1G56145"	"AT1G56145"	chr1	-	21008863	21009387	21008863	21009095	21009176	21009387	61	1,1,1	56,71,52	0,2,0	28,59,25	230	149	1	1.0	0.011,0.009,0.012	0.0,0.021,0.0	0.004
62	"AT2G37340"	"RS2Z33"	chr2	-	15671324	15671600	15671324	15671420	15671560	15671600	62	44,42,36	199,182,124	9,38,26	247,328,171	289	149	2.22190831844e-07	3.10725332533e-06	0.102,0.106,0.13	0.018,0.056,0.073	0.064
65	"AT1G65120"	"AT1G65120"	chr1	-	24191644	24191956	24191644	24191734	24191822	24191956	65	4,7,3	17,22,17	4,3,2	13,8,8	237	149	0.820313233919	1.0	0.129,0.167,0.1	0.162,0.191,0.136	-0.031
68	"AT1G03520"	"AT1G03520"	chr1	-	878910	880158	878910	879300	879931	880158	68	43,32,24	0,2,0	7,26,20	0,0,0	780	149	1	1.0	1.0,0.753,1.0	1.0,1.0,1.0	-0.082
69	"AT1G02880"	"TPK1"	chr1	-	643876	644256	643876	643949	644159	644256	69	22,26,24	46,67,32	9,25,3	43,101,45	359	149	7.43640317884e-05	0.000587799173006	0.166,0.139,0.237	0.08,0.093,0.027	0.114
70	"AT2G01060"	"AT2G01060"	chr2	-	74508	74907	74508	74585	74784	74907	70	10,7,11	171,192,166	6,12,0	123,193,86	348	149	0.48107534612	0.861379574367	0.024,0.015,0.028	0.02,0.026,0.0	0.007
71	"AT1G73470"	"AT1G73470"	chr1	+	27625148	27625485	27625148	27625294	27625406	27625485	71	0,2,1	37,30,42	0,8,1	47,75,39	261	149	0.118162666793	0.322552144489	0.0,0.037,0.013	0.0,0.057,0.014	-0.007
72	"AT1G05710"	"AT1G05710"	chr1	+	1716558	1716735	1716558	1716624	1716690	1716735	72	71,126,79	30,41,45	55,71,17	61,46,40	215	149	0.000564771019826	0.00344548226189	0.621,0.68,0.549	0.385,0.517,0.228	0.24
73	"AT5G04510"	"PDPK1"	chr5	+	1289000	1289512	1289000	1289173	1289289	1289512	73	6,31,24	73,111,104	8,40,12	131,173,95	265	149	0.122479987453	0.328419789365	0.044,0.136,0.115	0.033,0.115,0.066	0.027
74	"AT5G66040"	"STR16"	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	74	26,43,40	607,768,634	30,96,37	901,1530,763	212	149	0.625992844362	0.990153900899	0.029,0.038,0.042	0.023,0.042,0.033	0.004
76	"AT4G09760"	"F17A8.110"	chr4	-	6149383	6149883	6149383	6149501	6149690	6149883	76	74,47,68	84,90,92	28,38,21	63,125,55	338	149	0.000143488128081	0.00105186055182	0.28,0.187,0.246	0.164,0.118,0.144	0.096
77	"AT1G13770"	"RUS3"	chr1	+	4721694	4722005	4721694	4721838	4721947	4722005	77	10,10,8	28,37,32	11,9,9	20,49,21	258	149	0.694089057258	1.0	0.171,0.135,0.126	0.241,0.096,0.198	-0.034
81	"AT4G04692"	"AT4G04692"	chr4	-	2375601	2376364	2375601	2375978	2376114	2376364	81	180,239,246	5,15,17	200,316,203	45,78,54	285	149	1.11022302463e-15	4.03677091755e-14	0.95,0.893,0.883	0.699,0.679,0.663	0.228
83	"AT1G20100"	"AT1G20100"	chr1	-	6969106	6969819	6969106	6969507	6969619	6969819	83	129,159,146	0,1,0	144,183,122	0,1,0	261	149	1	1.0	1.0,0.989,1.0	1.0,0.991,1.0	-0.001
85	"AT2G01260"	"AT2G01260"	chr2	-	135243	136087	135243	135717	135995	136087	85	6,3,6	67,79,66	4,5,4	94,159,67	427	149	0.18832580998	0.450495161242	0.03,0.013,0.031	0.015,0.011,0.02	0.009
86	"AT4G24830"	"AT4G24830"	chr4	-	12792872	12793637	12792872	12793344	12793476	12793637	86	51,85,56	0,0,3	82,126,56	1,4,0	281	149	0.482334657154	0.861379574367	1.0,1.0,0.908	0.978,0.944,1.0	-0.005
87	"AT1G13860"	"QUL1"	chr1	-	4743308	4743903	4743308	4743523	4743668	4743903	87	0,2,0	8,19,16	0,3,2	18,29,9	294	149	0.446418859357	0.832642869226	0.0,0.051,0.0	0.0,0.05,0.101	-0.033
90	"AT4G02200"	"DI19-5"	chr4	+	974085	974692	974085	974159	974309	974692	90	57,45,73	1,0,0	78,129,50	0,3,0	299	149	1	1.0	0.966,1.0,1.0	1.0,0.955,1.0	0.004
91	"AT1G75190"	"AT1G75190"	chr1	+	28219381	28220227	28219381	28219804	28219915	28220227	91	14,15,21	0,0,1	24,16,10	2,0,0	260	149	1	1.0	1.0,1.0,0.923	0.873,1.0,1.0	0.017
94	"AT1G65040"	"HRD1B"	chr1	-	24162832	24163379	24162832	24163023	24163236	24163379	94	35,60,25	2,3,0	29,53,33	7,5,3	362	149	0.00693941045511	0.0296146671535	0.878,0.892,1.0	0.63,0.814,0.819	0.169
95	"AT3G44620"	"AT3G44620"	chr3	+	16194914	16195138	16194914	16194982	16195051	16195138	95	9,23,11	168,257,194	11,23,4	275,459,177	218	149	0.039164991433	0.133069655406	0.035,0.058,0.037	0.027,0.033,0.015	0.018
96	"AT4G02405"	"AT4G02405"	chr4	-	1057853	1058309	1057853	1058070	1058141	1058309	96	0,2,1	110,118,107	0,2,0	159,238,144	220	149	1	1.0	0.0,0.011,0.006	0.0,0.006,0.0	0.004
98	"AT5G36700"	"PGLP1B"	chr5	-	14421634	14422240	14421634	14422035	14422136	14422240	98	0,0,0	0,1,1	0,0,1	2,12,6	250	149	1	1.0	NA,0.0,0.0	0.0,0.0,0.09	-0.03
100	"AT5G64630"	"FAS2"	chr5	+	25835674	25836384	25835674	25835775	25835841	25836384	100	4,2,10	10,17,10	7,10,9	19,19,14	215	149	0.605486571407	0.97407555043	0.217,0.075,0.409	0.203,0.267,0.308	-0.026
101	"AT1G49180"	"AT1G49180"	chr1	-	18184653	18185040	18184653	18184820	18184942	18185040	101	80,71,69	20,17,14	68,76,34	39,32,32	271	149	0.000128316049764	0.000956059747832	0.687,0.697,0.73	0.489,0.566,0.369	0.23
103	"AT1G76990"	"ACR3"	chr1	+	28934840	28935539	28934840	28935187	28935271	28935539	103	69,130,102	0,0,0	151,179,99	3,2,2	233	149	0.636904841909	0.99973267979	1.0,1.0,1.0	0.97,0.983,0.969	0.026
104	"AT2G32840"	"AT2G32840"	chr2	-	13933290	13933577	13933290	13933370	13933463	13933577	104	5,17,14	28,23,41	6,8,1	51,52,37	242	149	0.00023743485014	0.00162392700666	0.099,0.313,0.174	0.068,0.087,0.016	0.138
105	"AT1G29120"	"AT1G29120"	chr1	+	10177613	10177958	10177613	10177782	10177860	10177958	105	6,6,10	161,184,199	3,9,2	181,279,143	227	149	0.0922426007446	0.267209281088	0.024,0.021,0.032	0.011,0.021,0.009	0.012
106	"AT1G29120"	"AT1G29120"	chr1	+	10177613	10177958	10177613	10177784	10177860	10177958	106	6,6,10	0,0,0	3,9,2	1,0,0	225	149	1	1.0	1.0,1.0,1.0	0.665,1.0,1.0	0.112
107	"AT1G11170"	"AT1G11170"	chr1	+	3743983	3744148	3743983	3744010	3744112	3744148	107	1,2,2	37,35,38	0,1,2	14,40,9	251	149	0.511389399745	0.883364467703	0.016,0.033,0.03	0.0,0.015,0.117	-0.018
108	"AT1G68540"	"TKPR2"	chr1	+	25720700	25721053	25720700	25720830	25720911	25721053	108	12,19,19	0,0,0	11,23,8	0,7,0	230	149	0.00152820530356	0.00812361766629	1.0,1.0,1.0	1.0,0.68,1.0	0.107
109	"AT2G47860"	"SETH6"	chr2	+	19599947	19601439	19599947	19600073	19600136	19601439	109	0,1,3	2,2,6	5,7,1	4,5,14	212	149	0.158640281129	0.394000042476	0.0,0.26,0.26	0.468,0.496,0.048	-0.164
110	"AT2G47860"	"SETH6"	chr2	+	19600136	19601439	19600136	19600203	19600272	19601439	110	0,0,0	7,7,8	0,1,2	7,17,14	218	149	0.368636348003	0.723737452127	0.0,0.0,0.0	0.0,0.039,0.089	-0.043
111	"AT3G43740"	"AT3G43740"	chr3	+	15644587	15644893	15644587	15644659	15644749	15644893	111	31,59,56	78,109,100	24,20,2	78,121,67	239	149	2.7551734616e-07	3.79462526757e-06	0.199,0.252,0.259	0.161,0.093,0.018	0.146
112	"AT3G06820"	"BRCC36B"	chr3	-	2152574	2152923	2152574	2152662	2152794	2152923	112	10,8,3	41,33,12	1,11,3	36,50,20	281	149	0.133456015207	0.350624702089	0.115,0.114,0.117	0.015,0.104,0.074	0.051
113	"AT1G28610"	"AT1G28610"	chr1	-	10054233	10054760	10054233	10054510	10054614	10054760	113	28,41,38	15,24,32	15,38,17	36,60,40	253	149	2.86273796546e-06	3.09789144119e-05	0.524,0.502,0.412	0.197,0.272,0.2	0.256
114	"AT2G47890"	"COL13"	chr2	+	19608793	19609310	19608793	19608955	19609038	19609310	114	0,4,0	120,133,104	0,0,0	113,134,98	232	149	1	1.0	0.0,0.019,0.0	0.0,0.0,0.0	0.006
116	"AT4G19490"	"VPS54"	chr4	+	10622786	10623521	10622786	10623043	10623266	10623521	116	25,32,19	97,103,134	35,62,32	170,159,79	372	149	0.0593466056657	0.184746796405	0.094,0.111,0.054	0.076,0.135,0.14	-0.031
117	"AT1G79790"	"AT1G79790"	chr1	-	30017371	30017632	30017371	30017442	30017517	30017632	117	94,170,133	68,83,68	57,71,41	232,316,140	224	149	0	0.0	0.479,0.577,0.565	0.14,0.13,0.163	0.396
118	"AT4G32551"	"LUG"	chr4	+	15710236	15710476	15710236	15710312	15710426	15710476	118	0,2,3	86,116,53	0,0,0	65,118,32	263	149	1	1.0	0.0,0.01,0.031	0.0,0.0,0.0	0.014
119	"AT1G75390"	"AtbZIP44"	chr1	+	28291697	28293008	28291697	28292538	28292608	28293008	119	9,9,7	4,4,1	19,35,17	10,9,3	219	149	0.978895147319	1.0	0.605,0.605,0.826	0.564,0.726,0.794	-0.016
120	"AT1G34380"	"AT1G34380"	chr1	-	12553034	12553605	12553034	12553257	12553370	12553605	120	1,3,0	80,57,41	0,0,2	51,68,36	262	149	1	1.0	0.007,0.029,0.0	0.0,0.0,0.031	0.002
121	"AT1G65060"	"4CL3"	chr1	-	24167769	24168150	24167769	24167837	24168004	24168150	121	6,18,15	43,98,117	12,27,16	124,242,135	316	149	0.23337250514	0.517403919932	0.062,0.08,0.057	0.044,0.05,0.053	0.017
122	"AT5G09230"	"SRT2"	chr5	+	2873143	2873443	2873143	2873271	2873343	2873443	122	6,5,10	69,78,89	16,13,23	107,176,70	221	149	0.0351711352531	0.122492574502	0.055,0.041,0.07	0.092,0.047,0.181	-0.051
125	"AT2G19640"	"ASHR2"	chr2	+	8491387	8492920	8491387	8492388	8492464	8492920	125	5,8,6	0,0,0	12,12,10	0,2,0	225	149	1	1.0	1.0,1.0,1.0	1.0,0.799,1.0	0.067
128	"AT5G04320"	"AT5G04320"	chr5	+	1209745	1209960	1209745	1209835	1209922	1209960	128	0,6,14	35,67,38	6,17,6	28,21,15	236	149	0.00298335536292	0.0147384240483	0.0,0.054,0.189	0.119,0.338,0.202	-0.139
129	"AT2G32480"	"ARASP"	chr2	-	13788516	13790073	13788516	13788996	13789107	13790073	129	99,129,102	3,4,6	88,194,108	6,8,10	260	149	0.143918313453	0.36849470262	0.95,0.949,0.907	0.894,0.933,0.861	0.039
130	"AT2G03280"	"AT2G03280"	chr2	-	997430	997763	997430	997593	997674	997763	130	8,0,1	6,19,11	2,3,2	2,26,7	230	149	0.934292177937	1.0	0.463,0.0,0.056	0.393,0.07,0.156	-0.033
132	"AT3G19180"	"CDP1"	chr3	+	6635731	6636782	6635731	6636484	6636591	6636782	132	0,1,0	52,72,43	1,0,1	67,130,54	256	149	1	1.0	0.0,0.008,0.0	0.009,0.0,0.011	-0.004
133	"AT5G55670"	"AT5G55670"	chr5	-	22544655	22546801	22544655	22545207	22545582	22546801	133	30,28,16	6,1,6	11,27,13	0,5,2	524	149	0.488118973997	0.866601850319	0.587,0.888,0.431	1.0,0.606,0.649	-0.116
134	"AT2G16980"	"AT2G16980"	chr2	+	7380438	7380753	7380438	7380517	7380682	7380753	134	0,0,2	11,8,18	0,5,0	14,23,6	314	149	0.271067441378	0.571694441329	0.0,0.0,0.05	0.0,0.094,0.0	-0.015
135	"AT4G29020"	"AT4G29020"	chr4	+	14304920	14305721	14304920	14305287	14305422	14305721	135	62,124,98	4,47,23	99,183,95	9,84,38	284	149	0.48148232654	0.861379574367	0.89,0.581,0.691	0.852,0.533,0.567	0.07
136	"AT5G05740"	"EGY2"	chr5	-	1725809	1726058	1725809	1725920	1726007	1726058	136	23,23,18	274,284,192	1,21,6	85,323,129	236	149	0.0235377832679	0.0849041467878	0.05,0.049,0.056	0.007,0.039,0.029	0.027
137	"AT3G26085"	"AT3G26085"	chr3	+	9531001	9531384	9531001	9531042	9531129	9531384	137	148,196,138	113,99,74	57,166,58	57,119,60	236	149	0.0180481980299	0.0677926116082	0.453,0.556,0.541	0.387,0.468,0.379	0.105
140	"AT5G48440"	"AT5G48440"	chr5	-	19630109	19630453	19630109	19630198	19630294	19630453	140	0,1,3	61,144,99	1,3,2	96,134,107	245	149	1	1.0	0.0,0.004,0.018	0.006,0.013,0.011	-0.003
142	"AT1G11450"	"AT1G11450"	chr1	+	3853757	3854111	3853757	3853820	3853994	3854111	142	0,2,5	4,9,2	3,1,3	16,23,6	323	149	0.352789304321	0.704691021618	0.0,0.093,0.536	0.08,0.02,0.187	0.114
143	"AT4G16280"	"FCA"	chr4	-	9211428	9213665	9211428	9211511	9213586	9213665	143	104,123,94	14,12,7	71,107,44	7,22,7	2224	149	0.141255147431	0.36374200854	0.332,0.407,0.474	0.405,0.246,0.296	0.089
144	"AT4G16280"	"FCA"	chr4	-	9214078	9214825	9214078	9214282	9214486	9214825	144	30,35,28	8,4,1	34,29,11	4,2,6	353	149	0.65550084365	1.0	0.613,0.787,0.922	0.782,0.86,0.436	0.081
145	"AT1G01060"	"LHY"	chr1	-	37372	37780	37372	37398	37568	37780	145	10,1,6	92,62,46	2,10,0	46,244,79	319	149	0.0167374244451	0.0639257093302	0.048,0.007,0.057	0.02,0.019,0.0	0.024
147	"AT4G35860"	"RABB1B"	chr4	-	16988539	16989047	16988539	16988679	16988793	16989047	147	0,1,0	157,154,122	1,5,0	106,166,92	263	149	1	1.0	0.0,0.004,0.0	0.005,0.017,0.0	-0.006
148	"AT1G29170"	"SCAR3"	chr1	-	10190529	10190839	10190529	10190632	10190746	10190839	148	21,17,17	0,1,5	21,43,13	1,2,2	263	149	0.587251761976	0.956652063864	1.0,0.906,0.658	0.922,0.924,0.786	-0.023
149	"AT1G29170"	"SCAR3"	chr1	-	10190529	10190839	10190529	10190646	10190746	10190839	149	12,8,12	39,74,60	13,23,7	77,133,73	249	149	0.5092383266	0.882462357025	0.155,0.061,0.107	0.092,0.094,0.054	0.028
150	"AT5G45710"	"HSFA4C"	chr5	+	18541502	18542863	18541502	18541791	18541884	18542863	150	1,0,1	27,15,12	1,3,0	32,56,39	242	149	1	1.0	0.022,0.0,0.049	0.019,0.032,0.0	0.007
151	"AT1G33050"	"AT1G33050"	chr1	-	11968347	11968675	11968347	11968507	11968588	11968675	151	8,9,8	154,149,117	7,10,3	203,285,141	230	149	0.0499642359837	0.162786704334	0.033,0.038,0.042	0.022,0.022,0.014	0.018
152	"AT1G25280"	"TULP10"	chr1	+	8865424	8865728	8865424	8865512	8865595	8865728	152	1,4,4	49,87,52	4,4,0	59,108,54	232	149	0.581720514154	0.95620966974	0.013,0.029,0.047	0.042,0.023,0.0	0.008
153	"AT1G08350"	"TMN5"	chr1	-	2635208	2635622	2635208	2635249	2635459	2635622	153	0,1,0	3,20,7	0,1,2	7,7,7	359	149	0.50967297848	0.882462357025	0.0,0.02,0.0	0.0,0.056,0.106	-0.047
154	"AT1G68530"	"CUT1"	chr1	-	25712587	25714807	25712587	25713329	25713688	25714807	154	25,37,34	478,699,476	11,21,18	361,894,449	508	149	0.0017668781391	0.0092837701066	0.015,0.015,0.021	0.009,0.007,0.012	0.008
155	"AT1G77480"	"AT1G77480"	chr1	-	29114557	29115061	29114557	29114834	29114973	29115061	155	26,39,19	61,52,50	10,19,12	85,122,39	288	149	2.39260510571e-06	2.65229029401e-05	0.181,0.28,0.164	0.057,0.075,0.137	0.119
