ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
136	"AT2G41430"	"ERD15"	chr2	+	17269231	17269509	17269231	17269402	17269719	17270075	136	5,4,4	1498,1800,1266	0,5,0	896,1192,665	256	149	1	1.0	0.002,0.001,0.002	0.0,0.002,0.0	0.001
137	"AT2G41430"	"ERD15"	chr2	+	17269231	17269509	17269231	17269490	17269719	17270075	137	1,0,2	0,0,4	0,3,0	0,3,1	168	149	1	1.0	1.0,NA,0.307	NA,0.47,0.0	0.418
138	"AT1G17110"	"UBP15"	chr1	-	5848199	5848339	5848211	5848339	5848030	5848119	138	48,44,16	35,32,35	17,26,15	17,52,19	161	149	0.272022722599	0.791307432426	0.559,0.56,0.297	0.481,0.316,0.422	0.066
139	"AT3G14010"	"CID4"	chr3	+	4638722	4638938	4638722	4638932	4639006	4639107	139	102,116,77	9,9,2	63,113,39	19,31,20	155	149	2.19421936176e-09	8.18130362028e-08	0.916,0.925,0.974	0.761,0.778,0.652	0.208
140	"AT1G67140"	"SWEETIE"	chr1	-	25102561	25102699	25102564	25102699	25102274	25102439	140	6,6,9	57,113,75	2,6,0	95,138,46	152	149	0.0028090578303	0.0203656692697	0.094,0.049,0.105	0.02,0.041,0.0	0.062
141	"AT3G57050"	"CBL"	chr3	-	21114161	21114330	21114206	21114330	21113943	21114059	141	159,174,143	52,62,46	106,168,114	16,17,17	194	149	1.89162648878e-07	4.13273224585e-06	0.701,0.683,0.705	0.836,0.884,0.837	-0.156
142	"AT2G40640"	"PUB63"	chr2	-	16961871	16961960	16961881	16961960	16961682	16961778	142	22,25,29	1,2,7	56,48,27	1,7,4	159	149	0.607619751977	1.0	0.954,0.921,0.795	0.981,0.865,0.863	-0.013
143	"AT5G48160"	"OBE2"	chr5	-	19530154	19530316	19530216	19530316	19528724	19529838	143	7,0,4	65,67,37	0,8,0	55,67,30	211	149	0.633605638016	1.0	0.071,0.0,0.071	0.0,0.078,0.0	0.021
146	"AT5G24810"	"AT5G24810"	chr5	-	8521820	8522141	8521913	8522141	8521645	8521732	146	0,1,0	57,85,45	0,0,0	23,69,35	242	149	1	1.0	0.0,0.007,0.0	0.0,0.0,0.0	0.002
147	"AT1G79870"	"HPR2"	chr1	+	30044745	30045216	30044745	30045193	30045332	30046027	147	94,114,86	14,16,1	137,258,114	5,11,2	172	149	0.00080589995699	0.00808999572209	0.853,0.861,0.987	0.96,0.953,0.98	-0.064
148	"AT1G79870"	"HPR2"	chr1	+	30044745	30045216	30044745	30045193	30045366	30046027	148	1,2,4	1,0,0	3,7,1	0,6,0	172	149	0.0221749963476	0.112382020325	0.464,1.0,1.0	1.0,0.503,1.0	-0.013
149	"AT1G08450"	"CRT3"	chr1	-	2669373	2669460	2669390	2669460	2669225	2669283	149	172,251,266	0,0,1	193,386,161	0,0,0	166	149	1	1.0	1.0,1.0,0.996	1.0,1.0,1.0	-0.001
152	"AT4G17620"	"AT4G17620"	chr4	+	9824425	9824514	9824425	9824510	9824575	9824639	152	4,2,3	81,99,105	8,6,0	162,151,86	153	149	0.744635159726	1.0	0.046,0.019,0.027	0.046,0.037,0.0	0.003
153	"AT4G17620"	"AT4G17620"	chr4	+	9824425	9824514	9824425	9824510	9824579	9824639	153	2,2,3	0,0,0	8,6,0	0,0,2	153	149	0.313288089696	0.888784689246	1.0,1.0,1.0	1.0,1.0,0.0	0.333
154	"AT5G07790"	"AT5G07790"	chr5	+	2483310	2483638	2483310	2483340	2484052	2484300	154	9,2,1	0,2,4	5,8,10	0,2,0	447	149	0.000909874619196	0.00863553729491	1.0,0.25,0.077	1.0,0.571,1.0	-0.415
155	"AT5G49215"	"AT5G49215"	chr5	+	19953486	19953681	19953486	19953675	19953907	19954231	155	6,3,6	0,0,2	9,6,5	0,0,0	155	149	1	1.0	1.0,1.0,0.743	1.0,1.0,1.0	-0.086
157	"AT3G55630"	"FPGS3"	chr3	+	20637574	20637658	20637574	20637592	20637739	20637796	157	321,499,439	15,25,19	362,769,362	13,30,20	215	149	0.644842283997	1.0	0.937,0.933,0.941	0.951,0.947,0.926	-0.004
158	"AT3G55630"	"FPGS3"	chr3	+	20637739	20637796	20637739	20637793	20637873	20637934	158	279,408,309	0,2,0	316,548,283	4,7,2	152	149	1	1.0	1.0,0.995,1.0	0.987,0.987,0.993	0.009
159	"AT1G21350"	"AT1G21350"	chr1	-	7477331	7477418	7477335	7477418	7476944	7477126	159	3,6,3	324,340,360	6,10,8	593,871,400	153	149	0.746418235274	1.0	0.009,0.017,0.008	0.01,0.011,0.019	-0.002
161	"AT1G20020"	"LFNR2"	chr1	+	6943227	6943486	6943227	6943483	6943584	6943715	161	21,37,27	0,0,0	8,13,7	0,0,7	152	149	0.00819581984811	0.0491749190887	1.0,1.0,1.0	1.0,1.0,0.495	0.168
162	"AT1G20020"	"LFNR2"	chr1	+	6943581	6943715	6943581	6943658	6943790	6943869	162	5335,6605,4600	0,4,4	3131,4967,2508	0,0,1	206	149	1	1.0	1.0,0.999,0.999	1.0,1.0,0.999	-0.0
163	"AT1G20020"	"LFNR2"	chr1	+	6943581	6943715	6943581	6943658	6943954	6944046	163	1755,2250,1618	0,0,2	960,1631,874	0,0,0	206	149	1	1.0	1.0,1.0,0.998	1.0,1.0,1.0	-0.001
164	"AT1G23950"	"AT1G23950"	chr1	-	8470683	8470897	8470698	8470897	8470351	8470512	164	2,6,3	0,1,0	3,1,1	0,0,0	164	149	1	1.0	1.0,0.845,1.0	1.0,1.0,1.0	-0.052
165	"AT1G23950"	"AT1G23950"	chr1	-	8470683	8470897	8470698	8470897	8470351	8470602	165	58,53,40	12,13,11	43,73,23	7,5,2	164	149	0.00524240179562	0.0333723626502	0.815,0.787,0.768	0.848,0.93,0.913	-0.107
166	"AT5G48340"	"AT5G48340"	chr5	+	19591207	19592322	19591207	19592320	19592412	19592526	166	29,52,32	0,2,0	71,93,48	0,5,0	151	149	0.601646201505	1.0	1.0,0.962,1.0	1.0,0.948,1.0	0.005
169	"AT3G52180"	"DSP4"	chr3	-	19350286	19350708	19350612	19350708	19350104	19350212	169	409,733,617	0,1,0	341,448,296	0,0,0	475	149	1	1.0	1.0,0.996,1.0	1.0,1.0,1.0	-0.001
172	"AT1G07745"	"RAD51D"	chr1	-	2402378	2402873	2402754	2402873	2402080	2402278	172	28,40,38	0,1,0	13,36,15	0,0,0	525	149	1	1.0	1.0,0.919,1.0	1.0,1.0,1.0	-0.027
173	"AT2G32700"	"LUH"	chr2	+	13868274	13868443	13868274	13868386	13868631	13868681	173	13,9,11	476,592,370	1,3,0	67,144,72	206	149	0.133663011508	0.462066834485	0.019,0.011,0.021	0.011,0.015,0.0	0.008
174	"AT4G27800"	"PPH1"	chr4	-	13852251	13852415	13852382	13852415	13851869	13852133	174	1084,1451,1384	30,11,26	1475,1806,950	3,4,3	280	149	1.60901814095e-09	6.99922891313e-08	0.951,0.986,0.966	0.996,0.996,0.994	-0.028
175	"AT4G27800"	"PPH1"	chr4	-	13852505	13852564	13852509	13852564	13852382	13852415	175	1,2,0	980,1352,1342	2,0,0	1271,1734,990	153	149	1	1.0	0.001,0.001,0.0	0.002,0.0,0.0	0.0
176	"AT2G45500"	"AT2G45500"	chr2	-	18752149	18752241	18752161	18752241	18752007	18752030	176	5,12,19	9,17,9	11,8,4	5,9,5	161	149	0.683229170399	1.0	0.34,0.395,0.661	0.671,0.451,0.425	-0.05
178	"AT1G55500"	"ECT4"	chr1	+	20722145	20722308	20722145	20722292	20722393	20722739	178	9,11,17	135,185,158	14,18,14	227,230,119	165	149	0.842574562284	1.0	0.057,0.051,0.089	0.053,0.066,0.096	-0.006
180	"AT4G30310"	"AT4G30310"	chr4	+	14834586	14834659	14834586	14834655	14834753	14834881	180	468,612,540	2,3,1	480,544,268	1,5,0	153	149	1	1.0	0.996,0.995,0.998	0.998,0.991,1.0	0.0
181	"AT1G08600"	"ATRX"	chr1	+	2723823	2723957	2723823	2723938	2724074	2724133	181	2,3,4	20,35,14	1,3,2	7,23,8	168	149	0.568877167573	1.0	0.081,0.071,0.202	0.112,0.104,0.181	-0.014
182	"AT1G16560"	"AT1G16560"	chr1	+	5669159	5669413	5669159	5669409	5669492	5669689	182	0,0,0	123,146,101	0,1,0	96,219,78	153	149	1	1.0	0.0,0.0,0.0	0.0,0.004,0.0	-0.001
183	"AT3G07565"	"AT3G07565"	chr3	+	2415271	2415381	2415271	2415354	2415552	2415614	183	2,3,3	58,82,65	6,13,2	79,104,74	176	149	0.0367600382979	0.171328035638	0.028,0.03,0.038	0.06,0.096,0.022	-0.027
184	"AT5G16800"	"AT5G16800"	chr5	-	5524810	5525039	5524835	5525039	5524313	5524701	184	32,73,54	6,0,0	66,85,31	0,0,0	174	149	0.192375586805	0.590706213601	0.82,1.0,1.0	1.0,1.0,1.0	-0.06
185	"AT3G63480"	"AT3G63480"	chr3	-	23442677	23442771	23442689	23442771	23442559	23442601	185	2,0,0	4,7,3	0,0,1	2,6,4	161	149	1	1.0	0.316,0.0,0.0	0.0,0.0,0.188	0.043
186	"AT5G26000"	"TGG1"	chr5	-	9080008	9080115	9080012	9080115	9079504	9079932	186	82,65,72	0,1,0	105,163,78	0,0,0	153	149	1	1.0	1.0,0.984,1.0	1.0,1.0,1.0	-0.005
189	"AT4G21910"	"AT4G21910"	chr4	-	11625968	11626075	11625988	11626075	11625821	11625883	189	4,16,2	448,719,689	5,18,2	645,822,399	169	149	0.825621902044	1.0	0.008,0.019,0.003	0.007,0.019,0.004	0.0
