ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
40	"AT3G28080"	"AT3G28080"	chr3	+	10453377	10453624	10454443	10454605	10452019	10452133	10454695	10454844	40	51,118,100	108,267,237	38,108,62	115,140,70	298	298	0.129772457037	0.361105967407	0.321,0.306,0.297	0.248,0.435,0.47	-0.076
41	"AT5G10290"	"AT5G10290"	chr5	-	3236705	3236846	3236945	3237016	3235866	3236603	3237095	3237161	41	15,36,21	40,95,61	10,32,16	44,129,58	219	289	0.0785292624392	0.297741395653	0.331,0.333,0.312	0.231,0.247,0.267	0.077
42	"AT1G66880"	"AT1G66880"	chr1	+	24950291	24950846	24952951	24953677	24948885	24949495	24953891	24953921	42	0,0,5	6,14,18	0,0,1	12,28,25	298	298	0.0754878776613	0.297741395653	0.0,0.0,0.217	0.0,0.0,0.038	0.06
43	"AT1G66880"	"AT1G66880"	chr1	+	24951434	24952058	24952951	24953677	24950291	24950846	24953891	24953921	43	4,11,6	6,14,14	0,4,4	12,28,26	298	298	0.000161015426184	0.00343499575859	0.4,0.44,0.3	0.0,0.125,0.133	0.294
45	"AT3G60910"	"AT3G60910"	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	45	19,10,3	23,15,14	16,28,4	34,54,33	168	201	0.303128085126	0.625812820905	0.497,0.444,0.204	0.36,0.383,0.127	0.092
46	"AT3G16230"	"AT3G16230"	chr3	+	5500490	5500588	5500758	5500807	5500177	5500272	5500945	5501069	46	1,12,1	11,14,3	4,6,1	24,21,5	246	197	0.322244759217	0.644489518434	0.068,0.407,0.211	0.118,0.186,0.138	0.081
48	"AT4G26555"	"FKBP16-1"	chr4	-	13405078	13405139	13405229	13405323	13404951	13404997	13405430	13405465	48	125,85,91	92,101,77	117,205,82	148,201,93	242	209	0.182764784313	0.433220229483	0.54,0.421,0.505	0.406,0.468,0.432	0.053
49	"AT2G33980"	"NUDT22"	chr2	-	14353898	14353980	14354398	14354645	14352471	14352578	14355447	14355545	49	4,9,12	20,23,18	2,10,8	19,16,12	298	230	0.953810925413	1.0	0.134,0.232,0.34	0.075,0.325,0.34	-0.011
51	"AT2G45140"	"PVA12"	chr2	+	18611958	18612009	18612541	18612619	18611719	18611878	18612857	18613290	51	37,70,47	129,145,181	53,82,32	206,239,138	199	226	0.33542177288	0.650514953464	0.246,0.354,0.228	0.226,0.28,0.208	0.038
52	"AT1G51070"	"BHLH115"	chr1	+	18928692	18928755	18928858	18928936	18927886	18928130	18929018	18929181	52	113,134,95	104,148,117	81,172,93	187,256,133	211	226	0.00261016024166	0.0334100510932	0.538,0.492,0.465	0.317,0.418,0.428	0.111
53	"AT3G10030"	"AT3G10030"	chr3	-	3093464	3093556	3093630	3093684	3092909	3093145	3093769	3093914	53	24,28,23	48,58,61	15,16,16	39,76,33	202	240	0.203057497032	0.464131421787	0.373,0.365,0.309	0.314,0.2,0.366	0.056
54	"AT5G42620"	"AT5G42620"	chr5	+	17069472	17069572	17069811	17069881	17069262	17069389	17069965	17070118	54	55,71,55	28,91,54	43,69,33	37,72,44	248	218	0.484390389381	0.825378414885	0.633,0.407,0.472	0.505,0.457,0.397	0.051
55	"AT5G35180"	"AT5G35180"	chr5	+	13425403	13425469	13425637	13425696	13425138	13425192	13425916	13425993	55	21,39,14	33,43,11	21,46,30	29,42,17	214	207	0.39298597178	0.739738299821	0.381,0.467,0.552	0.412,0.514,0.631	-0.052
56	"AT3G28130"	"AT3G28130"	chr3	+	10467731	10467978	10468076	10468238	10466086	10466200	10468314	10468463	56	171,232,227	232,247,282	78,113,71	121,161,103	298	298	0.121009402893	0.360852713169	0.424,0.484,0.446	0.392,0.412,0.408	0.047
57	"AT3G56160"	"BASS4"	chr3	-	20839033	20839055	20839374	20839488	20838308	20838394	20839733	20839802	57	69,62,30	2,0,0	125,233,112	0,0,0	262	170	1	1.0	0.957,1.0,1.0	1.0,1.0,1.0	-0.014
58	"AT1G54730"	"AT1G54730"	chr1	+	20428048	20428111	20428387	20428447	20427299	20427343	20428788	20428842	58	36,35,30	84,104,76	15,46,17	30,50,28	211	208	0.00968576079119	0.0885555272337	0.297,0.249,0.28	0.33,0.476,0.374	-0.118
59	"AT1G30810"	"JMJ18"	chr1	-	10941469	10941580	10941766	10941825	10941018	10941105	10942045	10942292	59	0,0,2	24,23,11	0,1,0	9,14,14	207	259	1	1.0	0.0,0.0,0.185	0.0,0.082,0.0	0.034
60	"AT4G27040"	"VP22-1"	chr4	-	13574948	13575081	13575225	13575299	13574741	13574852	13575398	13575538	60	5,8,4	84,106,70	2,3,3	61,100,44	222	281	0.13715763188	0.365753685013	0.07,0.087,0.067	0.04,0.037,0.079	0.023
62	"AT1G03090"	"MCCA"	chr1	+	741147	741207	741508	741601	740969	741065	741683	741795	62	16,16,9	41,23,33	1,26,4	21,47,26	208	241	0.156211038187	0.390642701026	0.311,0.446,0.24	0.052,0.391,0.151	0.134
64	"AT4G04330"	"AT4G04330"	chr4	-	2117037	2117054	2118002	2118120	2116865	2116928	2118202	2118297	64	397,430,375	53,71,63	244,226,107	57,21,23	266	165	0.632918234386	0.907754371338	0.823,0.79,0.787	0.726,0.87,0.743	0.02
65	"AT2G14285"	"AT2G14285"	chr2	-	6053097	6053135	6053487	6053537	6052852	6052917	6053917	6053994	65	0,2,0	104,100,122	0,3,0	115,146,67	198	186	1	1.0	0.0,0.018,0.0	0.0,0.019,0.0	-0.0
66	"AT4G35570"	"HMGB5"	chr4	-	16887665	16887710	16887810	16887868	16887508	16887589	16887968	16888055	66	100,119,98	169,171,179	119,144,88	182,227,122	206	193	0.50982891065	0.836642314913	0.357,0.395,0.339	0.38,0.373,0.403	-0.022
67	"AT3G23255"	"AT3G23255"	chr3	+	8312156	8312200	8312274	8312391	8311965	8312086	8312486	8312570	67	7,12,24	33,47,30	2,11,6	52,54,33	192	265	0.00902274246863	0.0885555272337	0.226,0.261,0.525	0.05,0.219,0.201	0.181
68	"AT3G62750"	"BGLU8"	chr3	+	23215853	23216083	23216168	23216194	23215673	23215789	23216267	23216355	68	195,230,250	86,110,119	262,464,191	86,131,51	298	174	0.000264226021493	0.00422761634389	0.57,0.55,0.551	0.64,0.674,0.686	-0.11
69	"AT4G02120"	"AT4G02120"	chr4	+	942339	942386	942473	942543	942202	942265	942609	942672	69	44,43,31	69,74,68	23,51,20	58,76,29	195	218	0.925329412407	1.0	0.416,0.394,0.338	0.307,0.429,0.435	-0.008
70	"AT4G02120"	"AT4G02120"	chr4	+	942473	942543	942609	942672	942202	942265	942737	942827	70	4,4,4	73,87,74	0,4,0	37,77,28	218	211	0.0684355820741	0.297741395653	0.05,0.043,0.05	0.0,0.048,0.0	0.032
71	"AT4G02120"	"AT4G02120"	chr4	+	942473	942543	942609	942672	942339	942386	942737	942827	71	107,95,82	73,80,74	49,81,27	32,69,25	218	211	0.991135089251	1.0	0.587,0.535,0.517	0.597,0.532,0.511	-0.0
73	"AT3G52072"	"AT3G52072"	chr3	-	19313645	19313836	19314090	19314213	19313233	19313532	19314478	19314577	73	3,4,0	0,0,0	2,4,7	0,0,1	271	298	1	1.0	1.0,1.0,NA	1.0,1.0,0.885	0.038
