ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
200	"AT1G34170"	"ARF13"	chr1	-	12444208	12444650	12444393	12444650	12443802	12443990	200	34,27,25	1,0,1	48,35,43	1,0,2	284	99	1	1.0	0.922,1.0,0.897	0.944,1.0,0.882	-0.002
202	"AT1G23080"	"PIN7"	chr1	-	8182205	8183570	8182217	8183570	8181857	8182128	202	5,4,5	32,44,61	12,25,22	0,6,3	111	99	0	0.0	0.122,0.075,0.068	1.0,0.788,0.867	-0.797
208	"AT1G61560"	"MLO6"	chr1	-	22712179	22712210	22712181	22712210	22711598	22711763	208	0,1,1	0,0,0	240,202,262	1,0,0	101	99	1	1.0	NA,1.0,1.0	0.996,1.0,1.0	0.001
210	"AT1G72330"	"ALAAT2"	chr1	+	27234898	27235042	27234898	27235003	27235097	27235208	210	0,1,3	28,36,30	22,15,12	0,1,1	138	99	1	1.0	0.0,0.02,0.067	1.0,0.915,0.896	-0.908
213	"AT1G56200"	"emb1303"	chr1	+	21030793	21030909	21030793	21030900	21031091	21031228	213	0,0,1	28,17,14	21,17,21	1,0,0	108	99	0	0.0	0.0,0.0,0.061	0.951,1.0,1.0	-0.963
215	"AT1G47550"	"SEC3A"	chr1	+	17462053	17462227	17462053	17462224	17462308	17462388	215	7,7,14	0,4,0	4,3,2	10,11,20	102	99	7.77326536472e-10	1.65293573847e-09	1.0,0.629,1.0	0.28,0.209,0.088	0.684
216	"AT1G67420"	"AT1G67420"	chr1	+	25258276	25258406	25258276	25258403	25258487	25258547	216	7,4,5	0,3,2	0,1,1	3,5,4	102	99	1	1.0	1.0,0.564,0.708	0.0,0.163,0.195	0.638
217	"AT1G68230"	"RTNLB14"	chr1	+	25572354	25572541	25572354	25572508	25572624	25572754	217	50,67,57	14,11,9	18,16,11	49,49,31	132	99	0	0.0	0.728,0.82,0.826	0.216,0.197,0.21	0.584
220	"AT1G23520"	"AT1G23520"	chr1	-	8343974	8344118	8343988	8344118	8343423	8343879	220	8,12,13	17,7,13	3,4,7	11,3,8	113	99	0.461082725037	0.627208118617	0.292,0.6,0.467	0.193,0.539,0.434	0.064
226	"AT1G30620"	"MUR4"	chr1	+	10855814	10855939	10855814	10855936	10856040	10856154	226	5,9,8	26,29,40	26,34,37	0,0,0	102	99	0	0.0	0.157,0.231,0.163	1.0,1.0,1.0	-0.816
231	"AT1G14840"	"MAP70.4"	chr1	-	5113611	5113758	5113656	5113758	5113431	5113503	231	26,19,16	6,5,4	18,23,24	4,4,3	144	99	0.34340010827	0.484954351374	0.749,0.723,0.733	0.756,0.798,0.846	-0.065
233	"AT1G51805"	"AT1G51805"	chr1	-	19224896	19225422	19224968	19225422	19223705	19224184	233	6,4,3	8,11,6	3,2,8	8,8,16	171	99	0.623779617369	0.812670628262	0.303,0.174,0.224	0.178,0.126,0.224	0.058
234	"AT1G55320"	"AAE18"	chr1	+	20633940	20634195	20633940	20634191	20634282	20634484	234	6,0,2	22,16,15	2,2,5	17,21,27	103	99	0.65120688778	0.836619959995	0.208,0.0,0.114	0.102,0.084,0.151	-0.005
239	"AT1G23570"	"AT1G23570"	chr1	-	8356052	8356232	8356058	8356232	8355588	8355732	239	58,71,61	67,51,56	68,56,62	51,49,61	105	99	0.758822585337	0.954980804676	0.449,0.568,0.507	0.557,0.519,0.489	-0.014
242	"AT1G55540"	"NUP214"	chr1	-	20737676	20738028	20737685	20738028	20737350	20737534	242	1,1,0	41,27,24	61,50,53	4,5,7	108	99	1	1.0	0.022,0.033,0.0	0.933,0.902,0.874	-0.885
248	"AT1G65470"	"FAS1"	chr1	-	24322762	24322886	24322786	24322886	24322266	24322631	248	0,0,1	5,3,3	5,5,4	1,1,0	123	99	1	1.0	0.0,0.0,0.212	0.801,0.801,1.0	-0.797
249	"AT1G75880"	"EXL1"	chr1	+	28491170	28491304	28491170	28491301	28491390	28491624	249	2,1,1	8,8,4	10,5,7	0,0,0	102	99	4.4408920985e-16	1.11022302462e-15	0.195,0.108,0.195	1.0,1.0,1.0	-0.834
255	"AT1G67980"	"CCOAMT"	chr1	+	25488176	25488321	25488176	25488319	25488425	25488557	255	2,1,4	3,3,3	0,2,1	3,5,6	101	99	0.0128712700786	0.0226779520432	0.395,0.246,0.567	0.0,0.282,0.14	0.262
264	"AT1G33980"	"UPF3"	chr1	+	12351592	12351864	12351592	12351858	12352105	12352212	264	20,26,23	58,50,50	41,59,57	14,13,18	105	99	0	0.0	0.245,0.329,0.303	0.734,0.811,0.749	-0.472
268	"AT1G26130"	"ALA12"	chr1	+	9033217	9033484	9033217	9033327	9033582	9034004	268	56,47,55	4,4,0	5,12,13	40,49,38	256	99	0	0.0	0.844,0.82,1.0	0.046,0.087,0.117	0.805
269	"AT1G26130"	"ALA12"	chr1	+	9036446	9036555	9036446	9036552	9036668	9036878	269	0,6,0	16,14,15	21,33,20	5,2,3	102	99	1.11022302463e-16	2.85265638273e-16	0.0,0.294,0.0	0.803,0.941,0.866	-0.772
270	"AT1G51680"	"4CL1"	chr1	-	19159209	19159319	19159216	19159319	19158751	19159120	270	7,14,11	6,7,8	10,6,6	5,4,5	106	99	0.940389965165	1.0	0.521,0.651,0.562	0.651,0.583,0.528	-0.009
283	"AT1G68990"	"RPOT1"	chr1	-	25939180	25939268	25939201	25939268	25939011	25939070	283	28,40,34	2,1,1	4,2,4	70,59,64	120	99	0	0.0	0.92,0.971,0.966	0.045,0.027,0.049	0.912
288	"AT1G24030"	"AT1G24030"	chr1	+	8503233	8503502	8503233	8503460	8503601	8503789	288	0,0,0	4,3,2	1,3,3	1,1,0	141	99	3.14013581804e-09	6.45472362597e-09	0.0,0.0,0.0	0.413,0.678,1.0	-0.697
289	"AT1G13460"	"B'THETA"	chr1	+	4615812	4616059	4615812	4615978	4616427	4617667	289	13,12,13	10,8,10	11,16,9	5,9,5	180	99	0.357708470332	0.49756441362	0.417,0.452,0.417	0.548,0.494,0.497	-0.084
292	"AT1G72740"	"AT1G72740"	chr1	-	27381146	27381248	27381164	27381248	27380621	27380901	292	11,5,10	0,1,2	3,1,5	13,20,12	117	99	1.74615877313e-12	3.98814040777e-12	1.0,0.809,0.809	0.163,0.041,0.261	0.718
306	"AT1G49720"	"ABF1"	chr1	+	18402098	18402153	18402098	18402128	18402276	18402628	306	0,1,0	12,4,6	12,18,10	1,1,0	124	99	0	0.0	0.0,0.166,0.0	0.905,0.935,1.0	-0.891
312	"AT1G02100"	"AT1G02100"	chr1	+	392020	392076	392020	392072	392261	392300	312	7,10,2	58,59,43	42,50,60	10,8,9	103	99	0	0.0	0.104,0.14,0.043	0.801,0.857,0.865	-0.745
313	"AT1G79830"	"GC5"	chr1	-	30030362	30030482	30030422	30030482	30030203	30030287	313	5,4,5	43,38,36	27,17,25	4,7,5	159	99	0	0.0	0.068,0.062,0.08	0.808,0.602,0.757	-0.652
314	"AT1G01950"	"ARK2"	chr1	+	328423	328555	328423	328504	328897	329030	314	2,4,3	0,0,0	0,0,0	3,1,6	150	99	5.55111512313e-16	1.36927506371e-15	1.0,1.0,1.0	0.0,0.0,0.0	1.0
322	"AT1G77890"	"AT1G77890"	chr1	+	29293206	29293278	29293206	29293272	29293400	29293478	322	4,4,1	5,10,7	5,0,3	79,58,38	105	99	0.000977485244514	0.00175567738092	0.43,0.274,0.119	0.056,0.0,0.069	0.233
327	"AT1G59890"	"SNL5"	chr1	+	22046138	22046241	22046138	22046226	22046501	22046719	327	1,0,0	18,14,14	1,0,0	14,11,13	114	99	1	1.0	0.046,0.0,0.0	0.058,0.0,0.0	-0.004
328	"AT1G11100"	"AT1G11100"	chr1	-	3708977	3709056	3708980	3709056	3708584	3708806	328	0,1,2	0,1,0	0,1,0	0,0,1	102	99	1	1.0	NA,0.493,1.0	NA,1.0,0.0	0.246
332	"AT1G59171"	"AT1G59171"	chr1	+	21822247	21822352	21822247	21822319	21822425	21822548	332	2,1,3	3,1,1	4,3,4	1,0,3	132	99	0.158543651351	0.240414553278	0.333,0.429,0.692	0.75,1.0,0.5	-0.265
336	"AT1G73170"	"AT1G73170"	chr1	-	27514350	27514797	27514354	27514797	27514053	27514268	336	34,28,31	4,3,1	1,2,4	32,29,17	103	99	0	0.0	0.891,0.9,0.968	0.029,0.062,0.184	0.828
338	"AT1G70850"	"MLP34"	chr1	-	26715928	26716400	26715932	26716400	26715182	26715706	338	5,3,4	88,79,90	39,42,43	2,2,6	103	99	0	0.0	0.052,0.035,0.041	0.949,0.953,0.873	-0.882
340	"AT1G27840"	"ATCSA-1"	chr1	-	9693838	9693996	9693841	9693996	9693664	9693754	340	0,1,0	39,47,48	2,1,1	49,37,50	102	99	0.420694509951	0.580809584634	0.0,0.02,0.0	0.038,0.026,0.019	-0.021
341	"AT1G27840"	"ATCSA-1"	chr1	-	9695720	9695981	9695891	9695981	9695481	9695641	341	22,28,31	44,42,51	156,124,163	11,5,4	270	99	0	0.0	0.155,0.196,0.182	0.839,0.901,0.937	-0.715
345	"AT1G22840"	"CYTC-1"	chr1	+	8079974	8080112	8079974	8080108	8080187	8080574	345	14,12,9	66,44,62	84,52,56	5,7,7	103	99	0	0.0	0.169,0.208,0.122	0.942,0.877,0.885	-0.735
346	"AT1G23860"	"RSZ21"	chr1	-	8428604	8428818	8428616	8428818	8428234	8428399	346	44,24,43	1,3,1	4,10,6	65,70,77	111	99	0	0.0	0.975,0.877,0.975	0.052,0.113,0.065	0.866
352	"AT1G32870"	"NAC13"	chr1	+	11912155	11913163	11912155	11913145	11913282	11913947	352	0,1,0	6,3,2	7,4,0	0,0,0	117	99	1	1.0	0.0,0.22,0.0	1.0,1.0,NA	-0.927
354	"AT1G60890"	"PIP5K8"	chr1	-	22416327	22416628	22416451	22416628	22415168	22416227	354	38,39,47	5,3,2	3,6,7	3,6,6	223	99	1.41734463832e-07	2.78945487329e-07	0.771,0.852,0.913	0.307,0.307,0.341	0.527
356	"AT1G05400"	"AT1G05400"	chr1	+	1584313	1584588	1584313	1584581	1584680	1585060	356	8,12,3	0,0,0	0,0,0	10,7,7	106	99	0	0.0	1.0,1.0,1.0	0.0,0.0,0.0	1.0
358	"AT1G17850"	"STR8"	chr1	-	6148046	6148196	6148052	6148196	6147774	6147937	358	12,14,9	1,3,3	0,1,2	5,10,7	105	99	2.80894196791e-11	6.11357957722e-11	0.919,0.815,0.739	0.0,0.086,0.212	0.725
360	"AT1G67090"	"RBCS-1A"	chr1	-	25048837	25048972	25048844	25048972	25048157	25048701	360	19,21,30	1,0,1	1,1,0	8,15,4	106	99	1	1.0	0.947,1.0,0.966	0.105,0.059,0.0	0.916
363	"AT1G10740"	"AT1G10740"	chr1	-	3568315	3568547	3568323	3568547	3567904	3567965	363	2,5,4	18,13,17	6,7,7	13,14,15	107	99	0.0660374635985	0.107166059348	0.093,0.262,0.179	0.299,0.316,0.302	-0.128
364	"AT1G48520"	"GATB"	chr1	+	17942103	17942176	17942103	17942172	17942264	17942381	364	81,77,58	0,1,2	6,4,11	43,66,60	103	99	0	0.0	1.0,0.987,0.965	0.118,0.055,0.15	0.876
365	"AT1G68010"	"HPR"	chr1	+	25494761	25494839	25494761	25494836	25494907	25495015	365	3,1,4	24,21,18	53,38,44	10,9,8	102	99	0	0.0	0.108,0.044,0.177	0.837,0.804,0.842	-0.718
366	"AT1G70830"	"MLP28"	chr1	-	26711147	26711462	26711151	26711462	26710567	26711053	366	7,11,4	42,46,50	2,1,5	49,46,34	103	99	0.0100390314976	0.0178578925678	0.138,0.187,0.071	0.038,0.02,0.124	0.071
379	"AT1G78915"	"AT1G78915"	chr1	-	29669919	29669999	29669928	29669999	29669750	29669801	379	0,1,0	7,7,1	0,0,1	4,2,2	108	99	1	1.0	0.0,0.116,0.0	0.0,0.0,0.314	-0.066
383	"AT1G21690"	"RFC4"	chr1	+	7615804	7615883	7615804	7615847	7616027	7616107	383	21,23,25	0,0,0	19,18,21	0,1,0	135	99	1	1.0	1.0,1.0,1.0	1.0,0.93,1.0	0.023
395	"AT1G29850"	"AT1G29850"	chr1	+	10449408	10449485	10449408	10449480	10449597	10449946	395	108,91,112	2,0,0	0,0,0	61,93,75	104	99	0	0.0	0.981,1.0,1.0	0.0,0.0,0.0	0.994
398	"AT1G74140"	"AT1G74140"	chr1	+	27877803	27877903	27877803	27877846	27877995	27878115	398	40,32,39	11,9,13	37,31,45	12,15,9	156	99	0.832967938159	1.0	0.698,0.693,0.656	0.662,0.567,0.76	0.019
399	"AT1G74140"	"AT1G74140"	chr1	+	27879177	27879279	27879177	27879270	27879359	27879401	399	20,31,17	7,6,12	23,11,17	13,7,7	108	99	0.352780379462	0.494427046973	0.724,0.826,0.565	0.619,0.59,0.69	0.072
404	"AT1G66970"	"GDPDL1"	chr1	-	24995800	24996117	24995866	24996117	24995314	24995608	404	4,2,5	1,0,0	0,0,0	3,1,0	165	99	1	1.0	0.706,1.0,1.0	0.0,0.0,NA	0.902
407	"AT1G73960"	"TAF2"	chr1	-	27806796	27806962	27806856	27806962	27806522	27806706	407	3,4,2	1,0,2	0,1,1	2,1,4	159	99	2.76791398264e-05	5.17236451301e-05	0.651,1.0,0.384	0.0,0.384,0.135	0.505
409	"AT1G67700"	"HHL1"	chr1	+	25375194	25375281	25375194	25375278	25375405	25375453	409	5,2,5	17,12,24	37,55,36	2,3,4	102	99	0	0.0	0.222,0.139,0.168	0.947,0.947,0.897	-0.754
411	"AT1G22200"	"AT1G22200"	chr1	-	7838207	7838304	7838211	7838304	7838047	7838114	411	33,28,34	0,1,0	2,1,0	27,36,31	103	99	0	0.0	1.0,0.964,1.0	0.066,0.026,0.0	0.957
413	"AT1G80380"	"GLYK"	chr1	+	30217218	30217632	30217218	30217575	30217862	30218248	413	53,51,25	21,12,17	42,50,40	18,13,20	156	99	0.937025292312	1.0	0.616,0.73,0.483	0.597,0.709,0.559	-0.012
414	"AT1G80380"	"GLYK"	chr1	+	30218913	30218945	30218913	30218927	30219060	30219204	414	46,28,51	6,8,6	34,34,43	4,17,4	117	99	0.540072510922	0.719760522603	0.866,0.748,0.878	0.878,0.629,0.901	0.028
417	"AT1G01140"	"CIPK9"	chr1	-	65732	65864	65738	65864	65562	65652	417	10,8,5	0,0,3	0,0,0	11,14,14	105	99	0	0.0	1.0,1.0,0.611	0.0,0.0,0.0	0.87
418	"AT1G17720"	"PP2AB2"	chr1	-	6096212	6096389	6096215	6096389	6095831	6095923	418	1,0,0	3,1,1	1,1,3	0,0,0	102	99	1.45611400715e-09	3.02675383509e-09	0.244,0.0,0.0	1.0,1.0,1.0	-0.919
420	"AT1G69220"	"SIK1"	chr1	-	26025353	26026171	26025434	26026171	26025107	26025196	420	12,10,8	1,1,2	14,11,5	0,0,0	180	99	0.129173048987	0.200815244223	0.868,0.846,0.688	1.0,1.0,1.0	-0.199
421	"AT1G50430"	"DWF5"	chr1	-	18684830	18684886	18684833	18684886	18684619	18684722	421	3,0,2	5,10,9	2,10,8	5,2,4	102	99	0.000966519462717	0.0017530009863	0.368,0.0,0.177	0.28,0.829,0.66	-0.408
