ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
83	"AT1G20100"	"AT1G20100"	chr1	-	6969106	6969819	6969106	6969507	6969619	6969819	83	1,0,1	6,7,3	6,17,9	0,0,0	211	99	1	1.0	0.073,0.0,0.135	1.0,1.0,1.0	-0.931
87	"AT1G13860"	"QUL1"	chr1	-	4743308	4743903	4743308	4743523	4743668	4743903	87	0,2,1	2,2,0	29,28,24	0,0,1	244	99	7.51325229031e-06	1.51240792857e-05	0.0,0.289,1.0	1.0,1.0,0.907	-0.539
91	"AT1G75190"	"AT1G75190"	chr1	+	28219381	28220227	28219381	28219804	28219915	28220227	91	0,0,1	4,1,5	32,23,24	0,0,0	210	99	0	0.0	0.0,0.0,0.086	1.0,1.0,1.0	-0.971
94	"AT1G65040"	"HRD1B"	chr1	-	24162832	24163379	24162832	24163023	24163236	24163379	94	0,2,1	2,8,4	7,7,10	0,0,2	312	99	1.13008158387e-10	2.73691633594e-10	0.0,0.073,0.073	1.0,1.0,0.613	-0.822
99	"AT1G76630"	"SKI3"	chr1	+	28762810	28763184	28762810	28762906	28762990	28763184	99	68,54,74	0,2,0	1,1,0	29,30,26	183	99	0	0.0	1.0,0.936,1.0	0.018,0.018,0.0	0.967
101	"AT1G49180"	"AT1G49180"	chr1	-	18184653	18185040	18184653	18184820	18184942	18185040	101	5,14,11	27,32,51	43,33,28	5,2,4	221	99	0	0.0	0.077,0.164,0.088	0.794,0.881,0.758	-0.701
102	"AT1G34047"	"AT1G34047"	chr1	-	12390237	12390675	12390237	12390421	12390500	12390675	102	9,4,1	4,2,0	4,4,7	3,5,4	178	99	0.27214697454	0.407087246536	0.556,0.527,1.0	0.426,0.308,0.493	0.285
103	"AT1G76990"	"ACR3"	chr1	+	28934840	28935539	28934840	28935187	28935271	28935539	103	53,42,34	2,0,2	2,7,4	15,20,10	183	99	0	0.0	0.935,1.0,0.902	0.067,0.159,0.178	0.811
105	"AT1G29120"	"AT1G29120"	chr1	+	10177613	10177958	10177613	10177782	10177860	10177958	105	0,1,1	26,45,34	0,3,0	40,35,35	177	99	1	1.0	0.0,0.012,0.016	0.0,0.046,0.0	-0.006
106	"AT1G29120"	"AT1G29120"	chr1	+	10177613	10177958	10177613	10177784	10177860	10177958	106	0,1,1	0,0,1	0,3,0	0,0,0	175	99	1	1.0	NA,1.0,0.361	NA,1.0,NA	-0.32
107	"AT1G11170"	"AT1G11170"	chr1	+	3743983	3744148	3743983	3744010	3744112	3744148	107	6,4,3	0,0,0	0,1,0	1,0,3	201	99	5.16622174707e-07	1.07485150442e-06	1.0,1.0,1.0	0.0,1.0,0.0	0.667
108	"AT1G68540"	"TKPR2"	chr1	+	25720700	25721053	25720700	25720830	25720911	25721053	108	9,4,10	30,37,43	74,63,55	3,1,3	180	99	0	0.0	0.142,0.056,0.113	0.931,0.972,0.91	-0.834
113	"AT1G28610"	"AT1G28610"	chr1	-	10054233	10054760	10054233	10054510	10054614	10054760	113	1,9,5	15,6,9	40,27,34	1,0,1	203	99	1	1.0	0.031,0.422,0.213	0.951,1.0,0.943	-0.743
117	"AT1G79790"	"AT1G79790"	chr1	-	30017371	30017632	30017371	30017442	30017517	30017632	117	9,11,18	0,0,4	5,8,3	4,1,6	174	99	0.00233621129002	0.00433667964016	1.0,1.0,0.719	0.416,0.82,0.221	0.421
119	"AT1G75390"	"AtbZIP44"	chr1	+	28291697	28293008	28291697	28292538	28292608	28293008	119	21,6,9	0,2,0	15,19,22	1,1,3	169	99	0.090645961089	0.150268705549	1.0,0.637,1.0	0.898,0.918,0.811	0.003
120	"AT1G34380"	"AT1G34380"	chr1	-	12553034	12553605	12553034	12553257	12553370	12553605	120	287,280,287	9,8,10	18,16,13	62,44,56	212	99	0	0.0	0.937,0.942,0.931	0.119,0.145,0.098	0.816
121	"AT1G65060"	"4CL3"	chr1	-	24167769	24168150	24167769	24167837	24168004	24168150	121	5,6,8	9,9,11	80,83,109	8,3,5	266	99	0	0.0	0.171,0.199,0.213	0.788,0.911,0.89	-0.669
123	"AT1G14320"	"RPL10A"	chr1	+	4888548	4889050	4888548	4888766	4888937	4889050	123	26,33,43	1,1,0	1,2,7	13,15,11	270	99	0	0.0	0.905,0.924,1.0	0.027,0.047,0.189	0.855
131	"AT1G12760"	"AT1G12760"	chr1	+	4348497	4349359	4348497	4348827	4348882	4349359	131	90,85,86	17,14,16	18,14,21	86,77,91	154	99	0	0.0	0.773,0.796,0.776	0.119,0.105,0.129	0.664
142	"AT1G11450"	"AT1G11450"	chr1	+	3853757	3854111	3853757	3853820	3853994	3854111	142	1,0,5	2,0,1	20,10,11	2,1,0	273	99	1	1.0	0.153,NA,0.645	0.784,0.784,1.0	-0.457
145	"AT1G01060"	"LHY"	chr1	-	37372	37780	37372	37398	37568	37780	145	72,90,74	81,81,78	39,41,48	74,80,85	269	99	0.00017020563041	0.000331847455516	0.246,0.29,0.259	0.162,0.159,0.172	0.101
148	"AT1G29170"	"SCAR3"	chr1	-	10190529	10190839	10190529	10190632	10190746	10190839	148	42,45,45	10,21,19	37,31,29	17,12,21	213	99	0.276568357866	0.408267575897	0.661,0.499,0.524	0.503,0.546,0.391	0.081
149	"AT1G29170"	"SCAR3"	chr1	-	10190529	10190839	10190529	10190646	10190746	10190839	149	34,38,41	24,17,18	30,25,23	16,23,23	199	99	0.12485144076	0.198481777618	0.413,0.527,0.531	0.483,0.351,0.332	0.102
151	"AT1G33050"	"AT1G33050"	chr1	-	11968347	11968675	11968347	11968507	11968588	11968675	151	2,1,2	30,23,23	0,2,2	14,13,13	180	99	0.883429051645	1.0	0.035,0.023,0.046	0.0,0.078,0.078	-0.017
152	"AT1G25280"	"TULP10"	chr1	+	8865424	8865728	8865424	8865512	8865595	8865728	152	15,19,18	2,0,0	5,13,5	1,2,1	182	99	0.0120087057624	0.0215531404559	0.803,1.0,1.0	0.731,0.78,0.731	0.187
153	"AT1G08350"	"TMN5"	chr1	-	2635208	2635622	2635208	2635249	2635459	2635622	153	41,28,24	0,1,3	6,11,9	12,17,8	309	99	7.91589016558e-14	2.11545340632e-13	1.0,0.9,0.719	0.138,0.172,0.265	0.681
154	"AT1G68530"	"CUT1"	chr1	-	25712587	25714807	25712587	25713329	25713688	25714807	154	27,25,22	7,13,11	39,63,52	3,4,1	458	99	1.77881651409e-07	3.80298703012e-07	0.455,0.294,0.302	0.738,0.773,0.918	-0.459
155	"AT1G77480"	"AT1G77480"	chr1	-	29114557	29115061	29114557	29114834	29114973	29115061	155	0,1,2	8,2,2	6,6,5	0,1,1	238	99	5.39955724577e-09	1.22179762496e-08	0.0,0.172,0.294	1.0,0.714,0.675	-0.641
156	"AT1G48740"	"AT1G48740"	chr1	-	18023386	18023827	18023386	18023625	18023715	18023827	156	0,0,0	2,7,3	12,7,6	0,0,0	189	99	0	0.0	0.0,0.0,0.0	1.0,1.0,1.0	-1.0
167	"AT1G11270"	"AT1G11270"	chr1	-	3785696	3786674	3785696	3785848	3785997	3786674	167	124,122,113	0,0,1	23,23,17	42,49,43	248	99	0	0.0	1.0,1.0,0.978	0.179,0.158,0.136	0.835
173	"AT1G30330"	"ARF6"	chr1	-	10689993	10690838	10689993	10690218	10690304	10690838	173	1,0,0	2,1,1	4,3,5	0,0,0	185	99	4.97451879689e-09	1.13389766694e-08	0.211,0.0,0.0	1.0,1.0,1.0	-0.93
176	"AT1G11230"	"AT1G11230"	chr1	-	3763267	3764483	3763267	3763785	3763905	3764483	176	24,25,19	38,49,39	34,31,35	34,29,38	219	99	0.00517829537635	0.00944277392158	0.222,0.187,0.18	0.311,0.326,0.294	-0.114
177	"AT1G17980"	"PAPS1"	chr1	-	6190899	6191184	6190899	6191007	6191106	6191184	177	29,37,29	0,1,0	4,1,3	15,21,17	198	99	0	0.0	1.0,0.949,1.0	0.118,0.023,0.081	0.909
178	"AT1G71020"	"PUB10"	chr1	-	26792481	26793175	26792481	26792598	26792811	26793175	178	10,9,10	30,34,32	80,81,70	2,3,5	312	99	0	0.0	0.096,0.077,0.09	0.927,0.895,0.816	-0.792
185	"AT1G51770"	"AT1G51770"	chr1	+	19202543	19203224	19202543	19202626	19202707	19203224	185	2,4,5	3,10,13	16,8,13	3,1,1	180	99	3.09422232281e-09	7.10525125979e-09	0.268,0.18,0.175	0.746,0.815,0.877	-0.605
188	"AT1G09090"	"RBOHB"	chr1	+	2935466	2935717	2935466	2935569	2935643	2935717	188	160,138,169	7,8,4	7,4,10	33,33,25	173	99	0	0.0	0.929,0.908,0.96	0.108,0.065,0.186	0.813
189	"AT1G13580"	"LAG13"	chr1	-	4645122	4645575	4645122	4645307	4645389	4645575	189	10,10,17	0,3,1	0,1,0	0,2,0	181	99	1	1.0	1.0,0.646,0.903	NA,0.215,NA	0.635
191	"AT1G15340"	"MBD10"	chr1	-	5275676	5276986	5275676	5276725	5276881	5276986	191	6,7,6	0,0,0	1,0,1	4,9,2	255	99	1	1.0	1.0,1.0,1.0	0.088,0.0,0.163	0.916
194	"AT1G58350"	"ZW18"	chr1	-	21666654	21667445	21666654	21667007	21667179	21667445	194	2,1,1	26,31,25	0,2,2	39,45,39	271	99	1	1.0	0.027,0.012,0.014	0.0,0.016,0.018	0.006
203	"AT1G07880"	"MPK13"	chr1	-	2434437	2435059	2434437	2434621	2434726	2435059	203	1,0,3	13,7,6	9,11,6	1,1,0	204	99	1	1.0	0.036,0.0,0.195	0.814,0.842,1.0	-0.808
207	"AT1G02090"	"CSN7"	chr1	-	387583	388406	387583	387655	388267	388406	207	26,44,22	8,8,5	44,29,43	6,4,5	711	99	0.104897134763	0.172053501463	0.312,0.434,0.38	0.505,0.502,0.545	-0.142
208	"AT1G02090"	"CSN7"	chr1	-	387583	388406	387583	387672	388267	388406	208	25,43,21	2,3,1	40,26,43	4,2,0	694	99	0.75971999964	0.934576190033	0.641,0.672,0.75	0.588,0.65,1.0	-0.058
211	"AT1G02630"	"ETN8"	chr1	-	560609	561695	560609	561320	561452	561695	211	2,2,3	11,15,16	31,31,20	4,4,7	231	99	7.77156117238e-16	2.23072589207e-15	0.072,0.054,0.074	0.769,0.769,0.55	-0.629
222	"AT1G19650"	"SFH4"	chr1	-	6798853	6799384	6798853	6798953	6799098	6799384	222	3,8,11	11,13,11	30,30,17	1,0,2	244	99	8.54871728961e-15	2.3874796034e-14	0.1,0.2,0.289	0.924,1.0,0.775	-0.703
226	"AT1G75295"	"AT1G75295"	chr1	-	28256489	28256877	28256489	28256642	28256715	28256877	226	15,19,9	0,0,0	2,0,1	3,4,4	172	99	1.11022302463e-16	3.30931863111e-16	1.0,1.0,1.0	0.277,0.0,0.126	0.866
229	"AT1G54790"	"AT1G54790"	chr1	-	20441054	20441741	20441054	20441392	20441470	20441741	229	1,3,2	30,23,29	91,80,73	3,5,3	177	99	0	0.0	0.018,0.068,0.037	0.944,0.899,0.932	-0.884
230	"AT1G21350"	"AT1G21350"	chr1	-	7478616	7479033	7478616	7478682	7478778	7479033	230	0,0,1	28,42,34	78,66,71	3,5,5	195	99	0	0.0	0.0,0.0,0.015	0.93,0.87,0.878	-0.888
234	"AT1G23950"	"AT1G23950"	chr1	-	8469533	8470221	8469533	8470044	8470134	8470221	234	5,12,7	78,76,59	0,2,1	23,31,26	189	99	0.00171129344208	0.0031957889581	0.032,0.076,0.059	0.0,0.033,0.02	0.038
235	"AT1G58180"	"BCA6"	chr1	-	21537851	21538198	21537851	21538029	21538131	21538198	235	2,0,0	11,14,17	22,29,26	0,0,0	201	99	0	0.0	0.082,0.0,0.0	1.0,1.0,1.0	-0.973
241	"AT1G55325"	"MED13"	chr1	+	20644535	20645625	20644535	20645421	20645508	20645625	241	8,5,5	6,1,5	6,2,3	4,3,2	186	99	0.607998185039	0.81241136794	0.415,0.727,0.347	0.444,0.262,0.444	0.113
243	"AT1G07745"	"RAD51D"	chr1	-	2402378	2402873	2402378	2402458	2402754	2402873	243	37,52,47	1,1,6	4,9,11	14,14,13	395	99	1.22124532709e-15	3.47326652659e-15	0.903,0.929,0.663	0.067,0.139,0.175	0.705
245	"AT1G67025"	"AT1G67025"	chr1	-	25013025	25014725	25013025	25013981	25014407	25014725	245	74,114,119	0,3,3	24,24,21	20,13,9	525	99	0	0.0	1.0,0.878,0.882	0.185,0.258,0.306	0.67
246	"AT1G32230"	"RCD1"	chr1	+	11615643	11616218	11615643	11615739	11615831	11616218	246	5,8,5	6,12,11	5,6,7	6,14,13	191	99	0.784851268704	0.948068133222	0.302,0.257,0.191	0.302,0.182,0.218	0.016
249	"AT1G37150"	"HCS2"	chr1	-	14176826	14177100	14176826	14176864	14177061	14177100	249	7,11,10	32,38,36	89,83,138	1,3,7	296	99	0	0.0	0.068,0.088,0.085	0.967,0.902,0.868	-0.832
251	"AT1G53790"	"AT1G53790"	chr1	-	20079530	20080883	20079530	20079612	20079697	20080883	251	23,28,29	1,1,1	13,13,16	26,20,29	184	99	0	0.0	0.925,0.938,0.94	0.212,0.259,0.229	0.701
252	"AT1G01540"	"AT1G01540"	chr1	+	197774	198183	197774	197904	197973	198183	252	36,47,32	1,1,1	3,2,0	20,23,33	168	99	0	0.0	0.955,0.965,0.95	0.081,0.049,0.0	0.913
264	"AT1G48110"	"ECT7"	chr1	-	17772718	17773493	17772718	17772858	17773284	17773493	264	78,84,56	1,2,2	51,48,55	1,3,0	525	99	0.649210479706	0.858159983874	0.936,0.888,0.841	0.906,0.751,1.0	0.003
266	"AT1G68240"	"BHLH109"	chr1	-	25574863	25575438	25574863	25575217	25575285	25575438	266	12,10,14	2,9,9	10,4,13	7,5,7	167	99	0.511599980009	0.714010336439	0.781,0.397,0.48	0.459,0.322,0.524	0.118
267	"AT1G69800"	"CBSCBS2"	chr1	-	26275927	26276329	26275927	26276144	26276277	26276329	267	14,19,21	4,3,4	2,4,0	10,11,9	232	99	1.75082170983e-12	4.41264008169e-12	0.599,0.73,0.691	0.079,0.134,0.0	0.602
270	"AT1G20960"	"emb1507"	chr1	-	7301747	7302051	7301747	7301865	7301956	7302051	270	72,75,61	6,7,5	7,6,4	14,15,10	190	99	0	0.0	0.862,0.848,0.864	0.207,0.172,0.172	0.674
271	"AT1G48980"	"AT1G48980"	chr1	+	18119784	18120098	18119784	18119853	18119938	18120098	271	50,45,78	6,12,14	57,58,68	11,23,14	184	99	0.238735055307	0.362783662476	0.818,0.669,0.75	0.736,0.576,0.723	0.067
275	"AT1G52470"	"AT1G52470"	chr1	+	19554908	19555164	19554908	19554991	19555070	19555164	275	1,2,0	6,5,8	2,0,2	3,6,9	178	99	0.598256342064	0.802854831341	0.085,0.182,0.0	0.27,0.0,0.11	-0.038
276	"AT1G52470"	"AT1G52470"	chr1	+	19554908	19555164	19554908	19554991	19555072	19555164	276	1,2,0	8,7,11	2,0,3	9,5,8	180	99	0.217550511546	0.337203292896	0.064,0.136,0.0	0.109,0.0,0.171	-0.027
281	"AT1G30814"	"AT1G30814"	chr1	-	10943006	10943561	10943006	10943060	10943153	10943561	281	0,0,1	3,4,8	6,14,17	0,0,0	192	99	1	1.0	0.0,0.0,0.061	1.0,1.0,1.0	-0.98
294	"AT1G13450"	"GT-1"	chr1	-	4613285	4613889	4613285	4613516	4613754	4613889	294	17,19,19	3,5,5	11,10,6	7,4,0	337	99	0.754918373769	0.932369306249	0.625,0.527,0.527	0.316,0.423,1.0	-0.02
296	"AT1G08680"	"AGD14"	chr1	+	2765055	2765451	2765055	2765200	2765326	2765451	296	64,50,59	0,0,0	7,9,4	14,14,16	225	99	0	0.0	1.0,1.0,1.0	0.18,0.22,0.099	0.834
301	"AT1G29830"	"AT1G29830"	chr1	+	10444760	10445657	10444760	10444882	10444959	10445657	301	3,7,12	24,22,22	122,86,93	4,4,6	176	99	0	0.0	0.066,0.152,0.235	0.945,0.924,0.897	-0.771
304	"AT1G67950"	"AT1G67950"	chr1	-	25479770	25480176	25479770	25479874	25479988	25480176	304	2,0,1	34,37,22	0,0,0	13,18,11	213	99	1	1.0	0.027,0.0,0.021	0.0,0.0,0.0	0.016
305	"AT1G23590"	"AT1G23590"	chr1	-	8360220	8360645	8360220	8360370	8360503	8360645	305	7,1,8	1,0,1	5,7,4	1,0,0	232	99	1	1.0	0.749,1.0,0.773	0.681,1.0,1.0	-0.053
306	"AT1G01100"	"RPP1A"	chr1	-	50418	50631	50418	50447	50495	50631	306	53,53,45	23,19,10	39,59,64	21,16,12	147	99	0.723825635644	0.917528461895	0.608,0.653,0.752	0.556,0.713,0.782	-0.013
311	"AT1G48450"	"AT1G48450"	chr1	-	17908502	17909589	17908502	17908933	17909040	17909589	311	13,15,13	1,7,5	15,10,15	6,5,3	206	99	0.747735015303	0.930915079293	0.862,0.507,0.555	0.546,0.49,0.706	0.061
312	"AT1G48450"	"AT1G48450"	chr1	-	17908502	17909589	17908502	17908701	17909059	17909589	312	33,33,39	8,3,3	33,32,39	8,12,6	457	99	0.120440192854	0.193453159506	0.472,0.704,0.738	0.472,0.366,0.585	0.164
314	"AT1G72130"	"NPF5.11"	chr1	+	27137432	27138259	27137432	27137650	27137735	27138259	314	60,43,43	14,6,8	15,14,10	58,57,42	184	99	0	0.0	0.698,0.794,0.743	0.122,0.117,0.114	0.627
318	"AT1G65440"	"GTB1"	chr1	-	24306666	24307501	24306666	24307235	24307287	24307501	318	0,0,1	0,0,0	1,1,0	23,31,31	151	99	1	1.0	NA,NA,1.0	0.028,0.021,0.0	0.984
319	"AT1G76930"	"ATEXT4"	chr1	-	28895698	28895988	28895698	28895784	28895830	28895988	319	21,22,17	3,3,2	4,4,4	8,20,11	145	99	2.96429547575e-14	8.06080348669e-14	0.827,0.834,0.853	0.254,0.12,0.199	0.647
323	"AT1G09570"	"PHYA"	chr1	-	3097157	3099223	3097157	3098940	3099031	3099223	323	9,11,7	10,14,14	32,40,29	0,1,2	190	99	0	0.0	0.319,0.29,0.207	1.0,0.954,0.883	-0.674
329	"AT1G03055"	"D27"	chr1	-	710694	711016	710694	710801	710954	711016	329	19,23,27	1,0,1	19,22,14	2,1,4	252	99	1	1.0	0.882,1.0,0.914	0.789,0.896,0.579	0.177
332	"AT1G48490"	"IRE3"	chr1	-	17928053	17928930	17928053	17928633	17928718	17928930	332	3,3,4	4,2,3	9,9,4	0,0,1	184	99	4.1593878608e-07	8.77149820985e-07	0.288,0.447,0.418	1.0,1.0,0.683	-0.51
336	"AT1G63940"	"MDAR6"	chr1	+	23732814	23733053	23732814	23732903	23732990	23733053	336	71,92,98	98,98,103	115,116,107	102,116,92	186	99	0.106777132362	0.174215321222	0.278,0.333,0.336	0.375,0.347,0.382	-0.052
337	"AT1G63940"	"MDAR6"	chr1	+	23732814	23733053	23732814	23732903	23733002	23733053	337	82,107,111	41,35,49	131,130,119	35,41,33	198	99	0.0367366122926	0.0632686100595	0.5,0.605,0.531	0.652,0.613,0.643	-0.091
347	"AT1G29560"	"AT1G29560"	chr1	+	10333169	10333748	10333169	10333361	10333430	10333748	347	9,12,13	4,0,0	1,5,1	7,6,4	168	99	2.97435999164e-07	6.31542190006e-07	0.57,1.0,1.0	0.078,0.329,0.128	0.678
348	"AT1G11790"	"ADT1"	chr1	+	3984418	3984662	3984418	3984508	3984594	3984662	348	9,6,5	10,18,12	46,56,51	2,4,4	185	99	0	0.0	0.325,0.151,0.182	0.925,0.882,0.872	-0.674
353	"AT1G45688"	"AT1G45688"	chr1	+	17192206	17193158	17192206	17192392	17192516	17193158	353	12,16,11	0,1,1	0,0,3	7,6,6	223	99	1	1.0	1.0,0.877,0.83	0.0,0.0,0.182	0.842
378	"AT1G27710"	"AT1G27710"	chr1	+	9642473	9643352	9642473	9643042	9643060	9643352	378	1,1,6	86,98,78	78,74,67	11,20,21	117	99	0	0.0	0.01,0.009,0.061	0.857,0.758,0.73	-0.755
380	"AT1G30610"	"EMB2279"	chr1	+	10849380	10850054	10849380	10849538	10849622	10850054	380	15,10,4	20,23,18	6,5,13	21,16,19	183	99	0.777135089815	0.947383972892	0.289,0.19,0.107	0.134,0.145,0.27	0.012
383	"AT1G01620"	"PIP1-3"	chr1	-	226848	227302	226848	227049	227078	227302	383	2,2,3	0,0,0	1,2,1	4,1,3	128	99	6.44751696477e-10	1.52574828937e-09	1.0,1.0,1.0	0.162,0.607,0.205	0.675
389	"AT1G43770"	"AT1G43770"	chr1	+	16549672	16550108	16549672	16549897	16549980	16550108	389	165,158,189	10,5,5	11,6,9	69,77,72	182	99	0	0.0	0.9,0.945,0.954	0.08,0.041,0.064	0.871
390	"AT1G07930"	"A3"	chr1	+	2459570	2460790	2459570	2459870	2460101	2460790	390	4,4,6	1,0,0	1,0,1	6,2,7	330	99	1.21058718605e-11	2.97842879108e-11	0.545,1.0,1.0	0.048,0.0,0.041	0.819
397	"AT1G15200"	"AT1G15200"	chr1	-	5228299	5228881	5228299	5228566	5228650	5228881	397	91,79,79	1,0,0	8,8,6	14,33,26	183	99	0	0.0	0.98,1.0,1.0	0.236,0.116,0.111	0.839
400	"AT1G69530"	"EXPA1"	chr1	+	26141835	26142166	26141835	26141919	26142008	26142166	400	2,6,4	25,37,36	20,11,12	1,1,1	188	99	0	0.0	0.04,0.079,0.055	0.913,0.853,0.863	-0.818
401	"AT1G69530"	"EXPA1"	chr1	+	26142744	26143034	26142744	26142917	26143007	26143034	401	3,5,7	13,14,16	16,18,16	0,0,0	189	99	0	0.0	0.108,0.158,0.186	1.0,1.0,1.0	-0.849
402	"AT1G69530"	"EXPA1"	chr1	+	26142744	26143496	26142744	26143034	26143108	26143496	402	4,1,1	15,12,19	3,1,2	7,10,11	173	99	0.573328792412	0.77612194606	0.132,0.046,0.029	0.197,0.054,0.094	-0.046
403	"AT1G69530"	"EXPA1"	chr1	+	26142744	26143496	26142744	26143034	26143111	26143496	403	4,1,1	2,0,0	3,1,2	1,0,0	176	99	0.829122039287	0.988568585304	0.529,1.0,1.0	0.628,1.0,1.0	-0.033
404	"AT1G27770"	"ACA1"	chr1	-	9673280	9675232	9673280	9673339	9673561	9675232	404	6,13,15	0,1,0	2,4,2	4,7,5	321	99	1.22402088465e-12	3.13592127472e-12	1.0,0.8,1.0	0.134,0.15,0.11	0.802
414	"AT1G68080"	"AT1G68080"	chr1	+	25518367	25518772	25518367	25518512	25518602	25518772	414	42,28,27	0,0,0	6,7,5	42,41,22	189	99	0	0.0	1.0,1.0,1.0	0.07,0.082,0.106	0.914
421	"AT1G27290"	"AT1G27290"	chr1	+	9482559	9482912	9482559	9482620	9482636	9482912	421	34,18,18	4,9,3	22,24,18	3,5,6	115	99	0.962363718324	1.0	0.88,0.633,0.838	0.863,0.805,0.721	-0.013
430	"AT1G30475"	"AT1G30475"	chr1	-	10788225	10788988	10788225	10788682	10788912	10788988	430	48,38,37	1,1,2	11,8,7	8,14,13	329	99	0	0.0	0.935,0.92,0.848	0.293,0.147,0.139	0.708
431	"AT1G15180"	"AT1G15180"	chr1	+	5225765	5226391	5225765	5226004	5226185	5226391	431	55,47,49	0,0,0	2,1,1	19,32,38	280	99	0	0.0	1.0,1.0,1.0	0.036,0.011,0.009	0.981
