intron	logef	Col0	Prmt5	deltapsi
chr1:9798034:9798142:clu_1010_NA	-0.173291726909931	0.551890272991898	0.494896756880631	-0.0569935161112669
chr1:9802818:9802916:clu_1011_NA	0.530612887279538	0.795318470880558	0.918228173262058	0.1229097023815
chr1:9802822:9802916:clu_1011_NA	-0.530612887279538	0.204681529119442	0.0817718267379419	-0.1229097023815
chr1:9890275:9890492:clu_1013_NA	-1.08985714074234	0.709036010351218	0.321765074386248	-0.38727093596497
chr1:9890275:9890588:clu_1013_NA	0.542514838487785	0.0495595201655585	0.115060920904239	0.0655014007386809
chr1:9890491:9890588:clu_1013_NA	0.54734230225455	0.241404469483223	0.563174004709512	0.321769535226289
chr1:9890296:9890513:clu_1014_NA	-1.19954199607371	0.864531731149051	0.366878081558607	-0.497653649590445
chr1:9890356:9890513:clu_1014_NA	1.19954199607371	0.135468268850949	0.633121918441393	0.497653649590445
chr1:9922308:9922394:clu_1015_NA	-0.193724641569159	0.661392853118539	0.570050730772408	-0.0913421223461316
chr1:9922321:9922394:clu_1015_NA	0.193724641569159	0.338607146881461	0.429949269227592	0.0913421223461316
chr1:9922665:9922782:clu_1016_NA	0.10842686636399	0.796426877168803	0.829340970327406	0.0329140931586033
chr1:9922707:9922782:clu_1016_NA	-0.10842686636399	0.203573122831197	0.170659029672594	-0.0329140931586035
chr1:9934288:9934451:clu_1017_NA	-0.174706258801574	0.382885044399318	0.319696300257375	-0.063188744141943
chr1:9934288:9934794:clu_1017_NA	0.23312466443234	0.319672576350873	0.401322314314248	0.0816497379633749
chr1:9934566:9934794:clu_1017_NA	-0.0584184056307657	0.297442379249809	0.278981385428377	-0.0184609938214318
chr1:9969587:9969772:clu_1018_NA	-0.0266637042966847	0.173657096173548	0.170050538511739	-0.00360655766180953
chr1:9969587:9970113:clu_1018_NA	-0.363194255497399	0.146424581794381	0.102410882332262	-0.0440136994621194
chr1:9969587:9971073:clu_1018_NA	0.239401680504925	0.0795554255718194	0.101649678334004	0.0220942527621844
chr1:9969836:9970113:clu_1018_NA	-0.0917967363113329	0.157576616859188	0.144574045120832	-0.0130025717383559
chr1:9969836:9971073:clu_1018_NA	0.324340448376563	0.153053243482029	0.212895842809537	0.0598425993275083
chr1:9970153:9971073:clu_1018_NA	-0.0820874327760711	0.289733036119034	0.268419012891626	-0.0213140232274078
chr1:9977970:9978121:clu_1019_NA	0.458951195974679	0.772464238425311	0.894747627724984	0.122283389299674
chr1:9977985:9978121:clu_1019_NA	-0.458951195974679	0.227535761574689	0.105252372275015	-0.122283389299674
chr1:10134536:10134686:clu_1023_NA	0.501460126415231	0.0635797293398199	0.156190620013604	0.092610890673784
chr1:10134581:10134686:clu_1023_NA	-0.501460126415231	0.93642027066018	0.843809379986396	-0.092610890673784
chr1:10134777:10135051:clu_1024_NA	-0.1680835662163	0.0653688401200896	0.0475945123666283	-0.0177743277534613
chr1:10134797:10135051:clu_1024_NA	0.1680835662163	0.93463115987991	0.952405487633372	0.0177743277534613
chr1:10147918:10148042:clu_1025_NA	0.462050565379038	0.772936617092083	0.895581744679214	0.122645127587132
chr1:10147918:10148071:clu_1025_NA	-0.462050565379038	0.227063382907917	0.104418255320786	-0.122645127587132
chr1:10174670:10175213:clu_1026_NA	0.238547511227156	0.110485598230729	0.166769805625481	0.0562842073947521
chr1:10174670:10175216:clu_1026_NA	-0.238547511227156	0.889514401769271	0.833230194374519	-0.056284207394752
chr1:10236722:10236822:clu_1027_NA	0.529597186859829	0.711191328973995	0.876573144582231	0.165381815608236
chr1:10236722:10236825:clu_1027_NA	-0.529597186859829	0.288808671026005	0.123426855417769	-0.165381815608236
chr1:10257810:10257904:clu_1028_NA	0.246607907823468	0.0920480329952673	0.142379566280719	0.0503315332854519
chr1:10257810:10257907:clu_1028_NA	-0.246607907823468	0.907951967004733	0.857620433719281	-0.0503315332854519
chr1:10275147:10275294:clu_1029_NA	0.268498281685494	0.658471019124021	0.767363691067755	0.108892671943734
chr1:10275219:10275294:clu_1029_NA	-0.268498281685494	0.341528980875979	0.232636308932245	-0.108892671943734
chr1:10448745:10448846:clu_1031_NA	-0.256772931196616	0.191346294912902	0.124027456170239	-0.0673188387426632
chr1:10448745:10448849:clu_1031_NA	0.256772931196616	0.808653705087098	0.875972543829761	0.0673188387426633
chr1:10472610:10475184:clu_1032_NA	-0.304378029592503	0.002694836372697	0.00154800664395525	-0.00114682972874176
chr1:10472610:10475257:clu_1032_NA	0.441559395973791	0.0380314840813857	0.0460617252583898	0.00803024117700405
chr1:10472726:10475257:clu_1032_NA	-0.385244480704171	0.0107534615403973	0.0056972969047902	-0.00505616463560706
chr1:10472726:10475373:clu_1032_NA	0.248063114322884	0.94852021800552	0.946692971192865	-0.00182724681265511
chr1:10589239:10589452:clu_1034_NA	-0.00293031773401876	0.843800139037636	0.843026141398019	-0.000773997639617496
chr1:10589239:10589462:clu_1034_NA	0.0029303177340187	0.156199860962364	0.156973858601981	0.000773997639617469
chr1:10626309:10626650:clu_1035_NA	-0.126268249192786	0.523011376156599	0.459979314815359	-0.0630320613412405
chr1:10626309:10626661:clu_1035_NA	0.126268249192786	0.476988623843401	0.540020685184641	0.0630320613412403
chr1:10638972:10639260:clu_1036_NA	0.605978536779411	0.98337080272118	0.994992424787246	0.0116216220660661
chr1:10639025:10639260:clu_1036_NA	-0.605978536779411	0.0166291972788204	0.00500757521275425	-0.0116216220660661
chr1:10808400:10808573:clu_1040_NA	-0.165574033483716	0.183569378738517	0.139014750881729	-0.0445546278567878
chr1:10808403:10808573:clu_1040_NA	0.165574033483716	0.816430621261483	0.860985249118271	0.0445546278567879
chr1:10811437:10811561:clu_1041_NA	0.198576921888361	0.119578128546453	0.168082633099921	0.0485045045534681
chr1:10811437:10811566:clu_1041_NA	-0.198576921888361	0.880421871453547	0.831917366900079	-0.0485045045534682
chr1:10812093:10812200:clu_1042_NA	-0.0931700145213474	0.253320692675838	0.219716443031106	-0.0336042496447326
chr1:10812104:10812200:clu_1042_NA	0.0931700145213474	0.746679307324161	0.780283556968894	0.0336042496447326
chr1:10837560:10837705:clu_1043_NA	0.0920814082729494	0.0355697233105618	0.032834685574807	-0.00273503773575486
chr1:10837560:10837870:clu_1043_NA	-0.460237969307403	0.0210101076946724	0.0111637832412972	-0.00984632445337519
chr1:10837588:10837705:clu_1043_NA	0.219558061367478	0.480105257343431	0.503444086112747	0.023338828769317
chr1:10837773:10837870:clu_1043_NA	0.148598499666975	0.463314911651335	0.452557445071148	-0.010757466580187
chr1:10838450:10838550:clu_1044_NA	0.245404918519958	0.0575440293420516	0.090699070723562	0.0331550413815104
chr1:10838457:10838550:clu_1044_NA	-0.245404918519958	0.942455970657949	0.909300929276438	-0.0331550413815105
chr1:10839593:10839769:clu_1045_NA	-0.0133397905925851	0.546318698217273	0.539698253270271	-0.00662044494700265
chr1:10839596:10839769:clu_1045_NA	0.0133397905925851	0.453681301782727	0.46030174672973	0.00662044494700276
chr1:10887827:10888276:clu_1048_NA	0.446952097753643	0.821225579961138	0.918232985733751	0.0970074057726138
chr1:10887850:10888276:clu_1048_NA	-0.446952097753643	0.178774420038862	0.0817670142662487	-0.0970074057726138
chr1:11057901:11057986:clu_1049_NA	0.0920910590576523	0.763610148186899	0.795232143004601	0.031621994817702
chr1:11057901:11057990:clu_1049_NA	-0.0920910590576523	0.236389851813101	0.204767856995399	-0.0316219948177021
chr1:11122077:11122257:clu_1050_NA	0.185788165699453	0.872436665156296	0.908399989105917	0.035963323949621
chr1:11122077:11122260:clu_1050_NA	-0.185788165699453	0.127563334843704	0.0916000108940832	-0.0359633239496209
chr1:11123146:11123404:clu_1051_NA	-0.174298667523283	0.931123348174837	0.905121938842009	-0.0260014093328284
chr1:11123193:11123404:clu_1051_NA	0.174298667523283	0.0688766518251629	0.0948780611579913	0.0260014093328284
chr1:11133840:11133927:clu_1052_NA	-0.013104950771137	0.027801578119768	0.0271018598162193	-0.000699718303548702
chr1:11133846:11133927:clu_1052_NA	0.013104950771137	0.972198421880232	0.972898140183781	0.000699718303548758
chr1:11134125:11134213:clu_1053_NA	-0.11203791577954	0.941844421382616	0.928285239348169	-0.0135591820344472
chr1:11134125:11134342:clu_1053_NA	0.11203791577954	0.0581555786173834	0.0717147606518306	0.0135591820344472
chr1:11146423:11146497:clu_1054_NA	0.199614543718638	0.0213177488097801	0.0314488787548636	0.0101311299450835
chr1:11146423:11146510:clu_1054_NA	-0.199614543718638	0.97868225119022	0.968551121245136	-0.0101311299450835
chr1:11193838:11194238:clu_1055_NA	0.400225535415842	0.605915765143995	0.773928359012169	0.168012593868174
chr1:11193980:11194238:clu_1055_NA	-0.400225535415842	0.394084234856005	0.226071640987831	-0.168012593868174
chr1:11252680:11252756:clu_1057_NA	0.0148640829929298	0.450085452110434	0.457453818040503	0.0073683659300694
chr1:11252680:11252759:clu_1057_NA	-0.0148640829929298	0.549914547889566	0.542546181959497	-0.00736836593006951
chr1:11274848:11274941:clu_1058_NA	0.465120469891334	0.153348344088139	0.314678560082229	0.161330215994089
chr1:11274853:11274941:clu_1058_NA	-0.465120469891334	0.846651655911861	0.685321439917771	-0.16133021599409
chr1:11295912:11295991:clu_1060_NA	-0.715708058658855	0.292793625575646	0.0900298404830768	-0.202763785092569
chr1:11295912:11296000:clu_1060_NA	0.715708058658855	0.707206374424354	0.909970159516923	0.202763785092569
chr1:11314437:11314624:clu_1061_NA	0.0882153265556819	0.172458618549784	0.199109207142677	0.0266505885928929
chr1:11314443:11314624:clu_1061_NA	-0.0882153265556819	0.827541381450216	0.800890792857323	-0.026650588592893
chr1:11430448:11431136:clu_1063_NA	0.380015378116708	0.706037521690556	0.82232977793082	0.116292256240264
chr1:11430452:11431136:clu_1063_NA	-0.688125949544117	0.206181194791001	0.0825238351258148	-0.123657359665186
chr1:11431008:11431136:clu_1063_NA	0.308110571427409	0.0877812835184437	0.0951463869433652	0.00736510342492148
chr1:11435184:11436378:clu_1064_NA	-0.426076332624865	0.122635362492637	0.0562603701697252	-0.0663749923229122
chr1:11435188:11436378:clu_1064_NA	0.426076332624865	0.877364637507363	0.943739629830275	0.0663749923229122
chr1:11457626:11458042:clu_1066_NA	-0.380742064454343	0.0288076039134037	0.0136621549137661	-0.0151454489996377
chr1:11457626:11458684:clu_1066_NA	0.380742064454343	0.971192396086596	0.986337845086234	0.0151454489996378
chr1:11458786:11459003:clu_1067_NA	-0.157552620580502	0.895778885756957	0.862483679451062	-0.0332952063058952
chr1:11458793:11459003:clu_1067_NA	0.157552620580502	0.104221114243043	0.137516320548938	0.0332952063058953
chr1:11459310:11459425:clu_1068_NA	-0.192557446942615	0.484973275397165	0.482696617053347	-0.00227665834381735
chr1:11459310:11459686:clu_1068_NA	0.385004486431484	0.00596187453559408	0.0105723429059129	0.00461046837031886
chr1:11459522:11459686:clu_1068_NA	-0.19244703948887	0.509064850067241	0.50673104004074	-0.00233381002650157
chr1:11481228:11481333:clu_1069_NA	0.200274297082364	0.969464294637115	0.979334256263049	0.00986996162593379
chr1:11481232:11481333:clu_1069_NA	-0.200274297082364	0.0305357053628846	0.0206657437369508	-0.00986996162593377
chr1:11535337:11535458:clu_1070_NA	0.562402688493748	0.118889739024348	0.150307555738093	0.0314178167137442
chr1:11535340:11535458:clu_1070_NA	0.347715745989315	0.813939257712116	0.830215963981154	0.0162767062690381
chr1:11535353:11535458:clu_1070_NA	-0.910118434483063	0.0671710032635361	0.0194764802807539	-0.0476945229827821
chr1:11536174:11536249:clu_1071_NA	0.122568288201927	0.578377469940129	0.636742378065074	0.0583649081249449
chr1:11536177:11536249:clu_1071_NA	-0.122568288201927	0.421622530059871	0.363257621934926	-0.058364908124945
chr1:11603143:11603216:clu_1072_NA	0.565997590680724	0.0359524213095354	0.103683645345912	0.0677312240363762
chr1:11603143:11603241:clu_1072_NA	-0.565997590680724	0.964047578690465	0.896316354654088	-0.0677312240363762
chr1:11615311:11615402:clu_1073_NA	0.0380732184861075	0.277499050794021	0.29302139350136	0.0155223427073388
chr1:11615311:11615405:clu_1073_NA	-0.0380732184861075	0.722500949205979	0.70697860649864	-0.0155223427073389
chr1:11693921:11694368:clu_1074_NA	0.296299624558126	0.071399426284965	0.107062125445192	0.0356626991602272
chr1:11693925:11694368:clu_1074_NA	-0.0916730583811902	0.45257574807432	0.460402869186458	0.00782712111213807
chr1:11693925:11694375:clu_1074_NA	-0.204626566176936	0.476024825640715	0.43253500536835	-0.0434898202723652
chr1:11758938:11759074:clu_1075_NA	-0.0537635051337464	0.102508134608964	0.093029868562006	-0.00947826604695837
chr1:11758942:11759074:clu_1075_NA	0.0537635051337464	0.897491865391036	0.906970131437994	0.00947826604695845
chr1:11968004:11968123:clu_1076_NA	0.646336435805713	0.172906532387354	0.432295006922483	0.25938847453513
chr1:11968004:11968127:clu_1076_NA	-0.646336435805713	0.827093467612646	0.567704993077517	-0.25938847453513
chr1:11968679:11968971:clu_1077_NA	0.426398808173086	0.156481868948162	0.303255385373974	0.146773516425812
chr1:11968744:11968971:clu_1077_NA	-0.426398808173086	0.843518131051838	0.696744614626026	-0.146773516425812
chr1:11975703:11975829:clu_1078_NA	-0.302461779319624	0.249607753674811	0.153731524426633	-0.0958762292481778
chr1:11975715:11975829:clu_1078_NA	0.302461779319624	0.750392246325189	0.846268475573367	0.0958762292481777
chr1:12052112:12052199:clu_1079_NA	-0.00747099559558742	0.222245250806712	0.219673215610052	-0.00257203519666013
chr1:12052116:12052199:clu_1079_NA	0.00747099559558747	0.777754749193288	0.780326784389948	0.00257203519666016
chr1:12066896:12066990:clu_1080_NA	0.00591259649246009	0.414851912801187	0.430958149386141	0.0161062365849533
chr1:12066896:12067484:clu_1080_NA	0.0808409357329818	0.0866688495759741	0.0970389294917931	0.010370079915819
chr1:12067054:12067484:clu_1080_NA	-0.0867535322254418	0.498479237622839	0.472002921122066	-0.0264763165007723
chr1:12074572:12074659:clu_1081_NA	0.0584602934886281	0.240374230470658	0.262365802045544	0.0219915715748858
chr1:12074572:12074664:clu_1081_NA	-0.0584602934886281	0.759625769529342	0.737634197954456	-0.0219915715748858
chr1:12106703:12106937:clu_1082_NA	0.558047082132197	0.354535495803873	0.626430183088347	0.271894687284474
chr1:12106703:12106953:clu_1082_NA	-0.558047082132197	0.645464504196127	0.373569816911653	-0.271894687284474
chr1:12111709:12111798:clu_1083_NA	0.395620221072201	0.0732704922598877	0.148519122541953	0.0752486302820653
chr1:12111709:12111824:clu_1083_NA	-0.395620221072201	0.926729507740112	0.851480877458047	-0.0752486302820653
chr1:12145610:12145684:clu_1086_NA	0.0530513509450492	0.580247360268375	0.60584778631456	0.0256004260461848
chr1:12145610:12145687:clu_1086_NA	-0.0530513509450492	0.419752639731625	0.39415221368544	-0.0256004260461849
chr1:12145942:12146015:clu_1087_NA	-0.065500700388344	0.911425715489628	0.900264517315635	-0.0111611981739931
chr1:12145942:12146027:clu_1087_NA	0.0655007003883439	0.0885742845103721	0.0997354826843652	0.0111611981739931
chr1:12205688:12206359:clu_1090_NA	0.235874408472482	0.310405680494308	0.340276591758911	0.0298709112646022
chr1:12205688:12207164:clu_1090_NA	0.240860589781595	0.512320873527037	0.564429800849085	0.0521089273220484
chr1:12206431:12207164:clu_1090_NA	-0.476734998254077	0.177273445978655	0.0952936073920041	-0.0819798385866506
chr1:12360900:12361091:clu_1091_NA	-0.514882659067275	0.770883871967007	0.545757474775962	-0.225126397191044
chr1:12360900:12361113:clu_1091_NA	0.514882659067275	0.229116128032993	0.454242525224037	0.225126397191044
chr1:12399242:12399329:clu_1092_NA	0.019282784825479	0.714615022149124	0.722414577906071	0.00779955575694635
chr1:12399247:12399329:clu_1092_NA	-0.019282784825479	0.285384977850876	0.277585422093929	-0.00779955575694646
chr1:12438888:12438989:clu_1095_NA	0.182632267545741	0.886028783671156	0.918044394428808	0.0320156107576522
chr1:12438888:12438998:clu_1095_NA	-0.182632267545741	0.113971216328844	0.0819556055711919	-0.0320156107576522
chr1:12460265:12460490:clu_1096_NA	0.0829422798919714	0.0838603893874127	0.0975163232347138	0.0136559338473011
chr1:12460265:12460495:clu_1096_NA	-0.0829422798919714	0.916139610612587	0.902483676765286	-0.013655933847301
chr1:12521613:12521691:clu_1099_NA	-0.176954008355823	0.0889970078438989	0.0641727970054968	-0.0248242108384021
chr1:12521613:12521709:clu_1099_NA	0.176954008355823	0.911002992156101	0.935827202994503	0.024824210838402
chr1:12532648:12532780:clu_1100_NA	0.190212027675547	0.043306506171684	0.0310128839806073	-0.0122936221910767
chr1:12532661:12532780:clu_1100_NA	0.599543289331193	0.879291580972175	0.948183142600785	0.0688915616286097
chr1:12532696:12532780:clu_1100_NA	-0.789755317006739	0.077401912856141	0.020803973418608	-0.056597939437533
chr1:12582384:12582469:clu_1102_NA	0.00974471920069925	0.813357338967132	0.81629792391708	0.00294058494994831
chr1:12582384:12582507:clu_1102_NA	-0.00974471920069925	0.186642661032868	0.18370207608292	-0.00294058494994837
chr1:12605070:12605242:clu_1103_NA	0.50885395808502	0.526083899596718	0.754385137117257	0.228301237520539
chr1:12605093:12605242:clu_1103_NA	-0.50885395808502	0.473916100403282	0.245614862882743	-0.228301237520539
chr1:12656034:12656213:clu_1104_NA	0.0406704130946445	0.142173737187387	0.152385692216726	0.0102119550293386
chr1:12656034:12656236:clu_1104_NA	-0.0406704130946445	0.857826262812613	0.847614307783274	-0.0102119550293387
chr1:12913968:12914101:clu_1106_NA	0.740913810756018	0.025298707307763	0.102518417287739	0.0772197099799762
chr1:12913968:12914433:clu_1106_NA	-0.740913810756018	0.974701292692237	0.897481582712261	-0.0772197099799763
chr1:12960589:12960681:clu_1107_NA	-0.36588896922532	0.961513502740747	0.923184538802885	-0.0383289639378612
chr1:12960600:12960681:clu_1107_NA	0.36588896922532	0.0384864972592533	0.0768154611971146	0.0383289639378613
chr1:12960799:12960894:clu_1108_NA	-0.119891071120081	0.853779736783328	0.821240835717413	-0.0325389010659147
chr1:12960805:12960894:clu_1108_NA	0.119891071120081	0.146220263216672	0.178759164282587	0.0325389010659147
chr1:12961024:12961140:clu_1109_NA	0.0981373483917335	0.555714386473034	0.603497974873007	0.0477835883999727
chr1:12961027:12961140:clu_1109_NA	-0.0981373483917335	0.444285613526966	0.396502025126993	-0.0477835883999727
chr1:12978514:12978941:clu_1110_NA	-0.165366107175335	0.908086751495158	0.876507249334762	-0.0315795021603953
chr1:12978514:12978945:clu_1110_NA	0.165366107175335	0.0919132485048423	0.123492750665238	0.0315795021603953
chr1:12979078:12979228:clu_1111_NA	0.101205405168994	0.0611670832951116	0.073876177721357	0.0127090944262454
chr1:12979078:12979264:clu_1111_NA	-0.101205405168994	0.938832916704888	0.926123822278643	-0.0127090944262452
chr1:13026849:13026940:clu_1112_NA	-0.155021797224561	0.0482832153899693	0.0358733807351119	-0.0124098346548575
chr1:13026849:13026944:clu_1112_NA	0.155021797224561	0.951716784610031	0.964126619264888	0.0124098346548573
chr1:13468699:13469098:clu_1114_NA	-0.430739111634082	0.675809998947786	0.468318496403634	-0.207491502544152
chr1:13468699:13469914:clu_1114_NA	0.430739111634082	0.324190001052214	0.531681503596366	0.207491502544152
chr1:13470266:13470339:clu_1115_NA	0.400954211098802	0.300394762941711	0.48912413560101	0.188729372659299
chr1:13470269:13470339:clu_1115_NA	-0.400954211098802	0.699605237058289	0.51087586439899	-0.188729372659299
chr1:15604719:15604814:clu_1116_NA	0.0773152912523242	0.0213570410273979	0.0248397937437641	0.00348275271636618
chr1:15604733:15604814:clu_1116_NA	-0.0773152912523242	0.978642958972602	0.975160206256236	-0.00348275271636622
chr1:15651295:15651584:clu_1117_NA	-0.183169183362205	0.004982938411492	0.00345980070521815	-0.00152313770627384
chr1:15651303:15651584:clu_1117_NA	0.183169183362205	0.995017061588508	0.996540199294782	0.00152313770627388
chr1:15892450:15892643:clu_1118_NA	-0.433784655826258	0.141809342465448	0.0648935522252942	-0.0769157902401536
chr1:15892450:15892682:clu_1118_NA	0.433784655826258	0.858190657534552	0.935106447774706	0.0769157902401536
chr1:15975182:15975262:clu_1120_NA	0.163941941836352	0.0849217410038428	0.114113469959899	0.0291917289560559
chr1:15975184:15975262:clu_1120_NA	-0.163941941836352	0.915078258996157	0.885886530040101	-0.029191728956056
chr1:16266790:16266976:clu_1121_NA	-0.0572827218487085	0.960330111389985	0.954660038735341	-0.0056700726546437
chr1:16266790:16266979:clu_1121_NA	0.165325768107031	0.0264461449562965	0.0328449201304903	0.00639877517419373
chr1:16266790:16267477:clu_1121_NA	-0.108043046258323	0.0132237436537186	0.0124950411341686	-0.000728702519550097
chr1:16277138:16277328:clu_1122_NA	-0.227855173190229	0.494549371755377	0.538423830336938	0.0438744585815608
chr1:16277138:16277642:clu_1122_NA	0.679026414014379	0.0117330088136909	0.0316357172095011	0.0199027083958103
chr1:16277451:16277642:clu_1122_NA	-0.451171240824149	0.493717619430932	0.429940452453561	-0.0637771669773711
chr1:16398770:16398861:clu_1123_NA	0.156471335707869	0.989541644023727	0.992330336024216	0.00278869200048915
chr1:16398787:16398861:clu_1123_NA	-0.156471335707869	0.0104583559762732	0.00766966397578415	-0.00278869200048906
chr1:16469766:16469861:clu_1125_NA	-0.0490426512987425	0.992050619575284	0.991238558980884	-0.000812060594399977
chr1:16469766:16469899:clu_1125_NA	0.0490426512987425	0.0079493804247155	0.0087614410191157	0.000812060594400206
chr1:16469947:16470072:clu_1126_NA	-0.388311023957655	0.99784905085543	0.995335367861784	-0.00251368299364563
chr1:16469991:16470072:clu_1126_NA	0.388311023957655	0.0021509491445699	0.00466463213821555	0.00251368299364564
chr1:16849850:16849974:clu_1128_NA	-0.134966361722346	0.031373507367261	0.02413060092317	-0.00724290644409101
chr1:16849891:16849974:clu_1128_NA	0.134966361722346	0.968626492632739	0.97586939907683	0.00724290644409098
chr1:16908863:16908943:clu_1129_NA	-0.0350065810544955	0.181071014420416	0.170919972677196	-0.0101510417432196
chr1:16908866:16908943:clu_1129_NA	0.0350065810544954	0.818928985579584	0.829080027322804	0.0101510417432196
chr1:16911132:16911210:clu_1130_NA	0.216852764479477	0.5196469314953	0.625353397852129	0.105706466356828
chr1:16911132:16911213:clu_1130_NA	-0.216852764479477	0.4803530685047	0.374646602147871	-0.105706466356829
chr1:16912965:16913039:clu_1131_NA	0.117084551724938	0.894773896334426	0.914872046584464	0.0200981502500382
chr1:16912968:16913039:clu_1131_NA	-0.117084551724938	0.105226103665574	0.0851279534155361	-0.0200981502500383
chr1:16983574:16983667:clu_1132_NA	-0.0809408114068996	0.982146615004431	0.979075045460645	-0.00307156954378607
chr1:16983593:16983667:clu_1132_NA	0.0809408114068995	0.0178533849955694	0.0209249545393555	0.00307156954378605
chr1:17163276:17163346:clu_1134_NA	-0.0128432249675708	0.5125583454029	0.541590954916601	0.0290326095137016
chr1:17163276:17163535:clu_1134_NA	0.256743888158103	0.0910477540637677	0.125973015774595	0.034925261710827
chr1:17163399:17163535:clu_1134_NA	-0.243900663190532	0.396393900533333	0.332436029308804	-0.0639578712245287
chr1:17165782:17165935:clu_1135_NA	-0.251890948943179	0.12798995694758	0.0853342967048902	-0.0426556602426897
chr1:17165782:17166342:clu_1135_NA	0.224531881580507	0.759832888075985	0.815781052772149	0.0559481646961641
chr1:17166069:17166342:clu_1135_NA	0.0273590673626722	0.112177154976435	0.0988846505229608	-0.0132925044534745
chr1:17179537:17179610:clu_1136_NA	-0.448352488988014	0.989053333010574	0.973583846525824	-0.0154694864847505
chr1:17179537:17179615:clu_1136_NA	0.448352488988014	0.0109466669894259	0.0264161534741763	0.0154694864847505
chr1:17307577:17307672:clu_1137_NA	0.136687163950113	0.228413448229226	0.280109772469151	0.0516963242399242
chr1:17307577:17307675:clu_1137_NA	-0.136687163950113	0.771586551770774	0.719890227530849	-0.0516963242399242
chr1:17338522:17338822:clu_1138_NA	0.309060866106481	0.89110357820706	0.938207273241318	0.0471036950342583
chr1:17338522:17338993:clu_1138_NA	-0.309060866106481	0.10889642179294	0.0617927267586821	-0.0471036950342582
chr1:17396707:17396815:clu_1139_NA	0.300391389698678	0.975281145472614	0.98629158650541	0.0110104410327957
chr1:17396707:17396818:clu_1139_NA	-0.300391389698678	0.0247188545273858	0.01370841349459	-0.0110104410327957
chr1:17443453:17443824:clu_1140_NA	0.229526902882348	0.0445322489210735	0.0686935175007597	0.0241612685796862
chr1:17443585:17443824:clu_1140_NA	-0.229526902882348	0.955467751078926	0.93130648249924	-0.0241612685796861
chr1:17451993:17452389:clu_1141_NA	0.534324755861435	0.941528407112169	0.97911489944118	0.037586492329011
chr1:17451993:17452393:clu_1141_NA	-0.534324755861435	0.0584715928878308	0.0208851005588197	-0.0375864923290111
chr1:17453019:17453099:clu_1142_NA	-0.361120146900915	0.113503850879798	0.0585422745547387	-0.0549615763250596
chr1:17453019:17453116:clu_1142_NA	0.361120146900915	0.886496149120202	0.941457725445261	0.0549615763250597
chr1:17462224:17462309:clu_1143_NA	-0.71277517098779	0.824351780778251	0.530104486908778	-0.294247293869473
chr1:17462227:17462309:clu_1143_NA	0.71277517098779	0.175648219221749	0.469895513091222	0.294247293869473
chr1:17717316:17717421:clu_1145_NA	0.129702677801933	0.152782151723085	0.189457439739856	0.036675288016771
chr1:17717320:17717421:clu_1145_NA	-0.129702677801933	0.847217848276915	0.810542560260144	-0.0366752880167708
