cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_1122_NA	Success	4.09541812414363	2	0.0166487835689984	0.0808968038232587	PTB3
chr1:clu_1123_NA	Success	0.320851869308456	1	0.423094521329974	0.625709817870518	Aty2
chr1:clu_1124_NA	Not enough valid samples	NA	NA	NA	NA	UGT80B1
chr1:clu_1125_NA	Success	0.0483173659269482	1	0.755906085496149	0.867583817079135	AT1G43670
chr1:clu_1126_NA	Success	0.886329957813615	1	0.183053235828307	0.382534545582012	AT1G43670
chr1:clu_1127_NA	Not enough valid samples	NA	NA	NA	NA	SEU
chr1:clu_1128_NA	Success	0.481743646234747	1	0.326309818115777	0.538856978331082	CAO
chr1:clu_1129_NA	Success	0.05638922556534	1	0.737002813632399	0.857325164965528	AT1G44770
chr1:clu_1130_NA	Success	0.71823744560163	1	0.230710632542757	0.440712725375607	AT1G44780
chr1:clu_1131_NA	Success	0.492032345882933	1	0.32119735532935	0.533915515844496	AT1G44790
chr1:clu_1132_NA	Success	0.110996910507083	1	0.637524908196303	0.794146855964233	AT1G44920
chr1:clu_1133_NA	Not enough valid samples	NA	NA	NA	NA	AT1G45110
chr1:clu_1134_NA	Success	0.367656390937384	2	0.692355040287596	0.828887152124738	AT1G45248
chr1:clu_1135_NA	Success	1.20323233512431	2	0.300222223024986	0.511427033811448	ABF2
chr1:clu_1136_NA	Success	2.13928460696002	1	0.0385958244230956	0.141206515020091	LHCA5
chr1:clu_1137_NA	Success	0.198057875025796	1	0.529102094104074	0.71286069031766	CYCA3-4
chr1:clu_1138_NA	Success	0.72396567033212	1	0.228860176637377	0.439613046978329	3BETAHSD/D1
chr1:clu_1139_NA	Success	0.883195677139554	1	0.183829308617875	0.383008140391817	SDH5
chr1:clu_1140_NA	Success	0.412131769103823	1	0.363936549228539	0.57431658055804	NA
chr1:clu_1141_NA	Success	1.47473496645077	1	0.0859057303792205	0.237953361325394	AT1G47530
chr1:clu_1142_NA	Success	2.74284936748961	1	0.019172655300097	0.0882036965025662	AT1G47530
chr1:clu_1143_NA	Success	4.92341541775698	1	0.00170124589349533	0.0181592751108482	SEC3A
chr1:clu_1144_NA	Not enough valid samples	NA	NA	NA	NA	OSB1
chr1:clu_1145_NA	Success	3.84277847072417	1	0.00556644987122408	0.0387599343567723	LPD1
chr1:clu_1146_NA	Success	3.38736148640007	1	0.00924578405853126	0.055109979141778	AT1G48210
chr1:clu_1147_NA	Success	2.56081513473922	1	0.0236294076527554	0.101720897331377	AT1G48360
chr1:clu_1148_NA	Success	3.70484837741526	1	0.00648732571622129	0.0434693975929506	AGO1
chr1:clu_1149_NA	Success	4.12689445812774	1	0.00406670296256719	0.0315927412670387	AT1G48430
chr1:clu_1150_NA	Success	0.188703523012038	1	0.538994218648414	0.721852497940591	AT1G48430
chr1:clu_1151_NA	Success	0.955167196258799	1	0.166926118531921	0.361872833718412	GATB
chr1:clu_1152_NA	Success	0.0457417984947881	1	0.762299474482173	0.870294299918824	GATB
chr1:clu_1153_NA	Not enough valid samples	NA	NA	NA	NA	AT1G48550
chr1:clu_1154_NA	Success	0.173217779143442	1	0.556137842700567	0.732435891790384	RPS7A
chr1:clu_1155_NA	Success	1.68522579527374	1	0.0663755586906669	0.201594912927835	NUCL1
chr1:clu_1156_NA	Success	1.93318175591565	1	0.0492631501012704	0.16746146187406	AT1G49180
chr1:clu_1157_NA	Not enough valid samples	NA	NA	NA	NA	PI4KA1
chr1:clu_1158_NA	Not enough valid samples	NA	NA	NA	NA	AT1G49350
chr1:clu_1159_NA	Success	4.77438289816399	1	0.00200083906533247	0.0200881583237034	AT1G49350
chr1:clu_1160_NA	Success	0.568850807118935	1	0.286138512323455	0.497245879379805	CCS1
chr1:clu_1161_NA	Success	0.0231936349368311	1	0.829473368454476	0.907884288109173	emb1273
chr1:clu_1162_NA	Not enough valid samples	NA	NA	NA	NA	AT1G49520
chr1:clu_1163_NA	Success	8.27536312087454	2	0.000254715551209805	0.00534548885941689	AT1G49590
chr1:clu_1164_NA	Success	3.17701976723586	1	0.0117114328131098	0.0639999095139563	RBP47A
chr1:clu_1165_NA	Success	0.328099761026806	1	0.417904869882975	0.623043175523607	PREP2
chr1:clu_1166_NA	Not enough valid samples	NA	NA	NA	NA	FUT12
chr1:clu_1167_NA	Not enough valid samples	NA	NA	NA	NA	ABF1
chr1:clu_1168_NA	Success	1.55570332645402	1	0.0777457886287692	0.222910600793302	AT1G49730
chr1:clu_1169_NA	Success	5.09400903629731	1	0.0014135616588118	0.0162800410433025	TRB1
chr1:clu_1170_NA	Success	2.22354464752607	1	0.0349607869318688	0.131825155975177	AT1G49975
chr1:clu_1171_NA	Not enough valid samples	NA	NA	NA	NA	AT1G49980
chr1:clu_1172_NA	Success	0.117242520604947	1	0.62821799671878	0.787393774715221	AT1G50000
chr1:clu_1173_NA	Not enough valid samples	NA	NA	NA	NA	AT1G50000
chr1:clu_1174_NA	Success	0.0365007871343579	1	0.787015597173384	0.885677574929438	AT1G50120
chr1:clu_1175_NA	Success	0.338044645634653	1	0.410936624104292	0.617528830454088	AT1G50140
chr1:clu_1176_NA	Success	0.612067062866913	1	0.268550851414193	0.480082586086575	AT1G50140
chr1:clu_1177_NA	Success	4.17901307393981	3	0.0391638525334245	0.142140386737603	AT1G50140
chr1:clu_1178_NA	Success	4.80310563067178	1	0.00193920322520171	0.0197315560490221	TAF15
chr1:clu_1179_NA	Success	4.57414057720487	1	0.00248951813365553	0.0227290749241904	TAF15
chr1:clu_1180_NA	Success	0.259192938733008	1	0.471531034009681	0.67088831675012	AT1G50440
chr1:clu_1181_NA	Success	0.0442474663150279	1	0.766099327933227	0.872315516707463	AT1G50450
chr1:clu_1182_NA	Success	1.1050406237018	1	0.13711144974299	0.320608402177139	VPS53
chr1:clu_1183_NA	Success	0.271088200170425	1	0.461532152605134	0.661960211282731	AT1G50570
chr1:clu_1184_NA	Not enough valid samples	NA	NA	NA	NA	AT1G50620
chr1:clu_1185_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_1186_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G50730
chr1:clu_1187_NA	Not enough valid samples	NA	NA	NA	NA	AT1G50730
chr1:clu_1188_NA	Success	1.46536178837584	1	0.0869085329593867	0.239632834492032	POLIA
chr1:clu_1189_NA	Not enough valid samples	NA	NA	NA	NA	AT1G50970
chr1:clu_1190_NA	Success	7.42524798977593	3	0.00194897168137217	0.0197644040976735	PAP12
chr1:clu_1191_NA	Success	0.927856191840107	1	0.173120469348132	0.368967915751198	PAP12
chr1:clu_1192_NA	Success	3.28752863169711	1	0.0103417676020309	0.0598713059259338	PAP12
chr1:clu_1193_NA	Success	0.885873808215536	1	0.183165945551678	0.382534545582012	PAP12
chr1:clu_1194_NA	Success	0.313143141571231	1	0.428720810830913	0.629846519363646	AT1G51160
chr1:clu_1195_NA	Success	3.62603535460585	2	0.0266215203491304	0.111013165042945	SAP2
chr1:clu_1196_NA	Success	1.43877622384575	1	0.0898224548982285	0.243665582318175	AT1G51310
chr1:clu_1197_NA	Success	3.19011032173501	1	0.0115399084498446	0.0637543022585565	MATE
chr1:clu_1198_NA	Success	2.07045254464165	1	0.0418587827162813	0.14934739240685	AT1G51430
chr1:clu_1199_NA	Success	0.313711100548232	1	0.428302446986622	0.629537935210881	PP2AB1
chr1:clu_1200_NA	Success	0.541171157469535	1	0.298174154535883	0.508511453164468	AT1G51720
chr1:clu_1201_NA	Success	4.1607923643446	1	0.0039176726332846	0.0309926876905394	SYP81
chr1:clu_1202_NA	Success	1.89767218211938	1	0.051395300103934	0.17124211346647	AT1G51805
chr1:clu_1203_NA	Success	0.28247141096756	1	0.452275531729611	0.65271091541876	LYK3
chr1:clu_1204_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABO5
chr1:clu_1205_NA	Not enough valid samples	NA	NA	NA	NA	JAL5
chr1:clu_1206_NA	Not enough valid samples	NA	NA	NA	NA	AT1G52100
chr1:clu_1207_NA	Success	1.97946604346362	3	0.265933006349426	0.477510127859754	CURT1C
chr1:clu_1208_NA	Success	11.0992206042301	2	1.51241068923549e-05	0.00101347203179421	CURT1C
chr1:clu_1209_NA	Success	5.73595429113925	3	0.00942953531355577	0.0557062944717661	AT1G52360
chr1:clu_1210_NA	Success	0.602715036643019	1	0.27223907643833	0.483376315509185	BGLU18
chr1:clu_1211_NA	Success	0.754532130306131	1	0.219281927435306	0.427253375054478	BGLU18
chr1:clu_1212_NA	Success	0.566017472139151	1	0.287341697520832	0.498190826108982	TSA1
chr1:clu_1213_NA	Success	6.5034617350243	2	0.00149824368279453	0.0170214000353574	AT1G52510
chr1:clu_1214_NA	Success	0.0405529600799497	1	0.775804259076883	0.879400026605529	FPG1
chr1:clu_1215_NA	Success	4.71766884746353	2	0.00893598543211315	0.0534743524274177	AT1G52510
chr1:clu_1216_NA	Success	2.55568817226577	1	0.0237694565553884	0.102097218636584	AT1G52510
chr1:clu_1217_NA	Success	6.2870033486555	1	0.000391149083166346	0.0069125878908111	AT1G52510
chr1:clu_1218_NA	Success	3.74847393646382	1	0.00618036466103594	0.0418768206404722	AT1G52510
chr1:clu_1219_NA	Success	1.14271656019011	1	0.130593681028445	0.310018934853073	AT1G52670
chr1:clu_1220_NA	Not enough valid samples	NA	NA	NA	NA	AT1G53040
chr1:clu_1221_NA	Not enough valid samples	NA	NA	NA	NA	AT1G53165
chr1:clu_1222_NA	Success	0.678445358720523	1	0.244077075061837	0.457852837266835	TCP3
chr1:clu_1223_NA	Success	2.61674721330348	1	0.0221559767150066	0.0973188395824856	AT1G53250
chr1:clu_1224_NA	Success	1.77709973994806	1	0.0593949508652129	0.186387893577023	PPC1
chr1:clu_1225_NA	Not enough valid samples	NA	NA	NA	NA	HEI10
chr1:clu_1226_NA	Success	3.81070196616827	2	0.0221326371402737	0.0973188395824856	MPK18
chr1:clu_1227_NA	Success	0.424363888333005	1	0.356912492856812	0.565837805085394	MAP3KA
chr1:clu_1228_NA	Success	0.369403860834382	1	0.390043075235082	0.597420260192812	MAP3KA
chr1:clu_1229_NA	Success	4.04463259182118	1	0.00445282125023175	0.033473696065175	NTMC2T6.1
chr1:clu_1230_NA	Not enough valid samples	NA	NA	NA	NA	CID8
chr1:clu_1231_NA	Success	0.253418079908386	1	0.476511675066807	0.67461893944371	AT1G53710
chr1:clu_1232_NA	Not enough valid samples	NA	NA	NA	NA	AT1G53710
chr1:clu_1233_NA	Success	1.41962446547799	1	0.0919872014497173	0.248421709102632	RPT1B
chr1:clu_1234_NA	Success	7.61397709096371	1	9.52825112818053e-05	0.00312982335971321	RPT1B,AT1G53785
chr1:clu_1235_NA	Success	0.747820787423393	1	0.221343196564532	0.430197530316903	AT1G53800
chr1:clu_1236_NA	Success	2.09181263015333	1	0.0408163034406817	0.146666907250583	AT1G53800
chr1:clu_1237_NA	Success	0.382875191658201	1	0.381534924342357	0.589467556933846	UBP1A
chr1:clu_1238_NA	Success	0.104181933776772	1	0.64805282122892	0.801468451005743	AT1G54220
chr1:clu_1239_NA	Success	5.25282524971476	1	0.00119010055440227	0.0150108314165977	AT1G54310
chr1:clu_1240_NA	Success	2.42276218613915	3	0.183464430990021	0.382893308323097	ABCC2
chr1:clu_1241_NA	Success	8.35829008806473	1	4.34000418665521e-05	0.00192874891942236	TAF6B
chr1:clu_1242_NA	Success	2.43602705663491	1	0.0272949921614152	0.111920578442058	NHX5
chr1:clu_1243_NA	Success	3.21234464852594	1	0.0112544599647534	0.0627175163500951	NHX5
chr1:clu_1244_NA	Success	1.5597777962696	3	0.373556843314435	0.58160163858641	NHX5
chr1:clu_1245_NA	Success	0.705278521294161	1	0.234963943022142	0.445552732932134	AT1G54380
chr1:clu_1246_NA	Success	1.37901500106489	2	0.251826479750336	0.464319476391406	ING2
chr1:clu_1247_NA	Success	1.93058911907946	1	0.0494156147264101	0.167602679801584	AT1G54440
chr1:clu_1248_NA	Success	4.32632635740856	2	0.0132160093145734	0.0701911777656253	AT1G54440
chr1:clu_1249_NA	Success	0.28645887957353	1	0.449101800590757	0.649993123268807	AT1G54610
chr1:clu_1250_NA	Success	0.101865030785291	1	0.651726745294059	0.801594718876128	AT1G54730
chr1:clu_1251_NA	Success	9.85023160630431	2	5.27349778476866e-05	0.00209690925073301	AT1G54730
chr1:clu_1252_NA	Success	0.102695257800434	1	0.650404513533181	0.801468451005743	AT1G54920
chr1:clu_1253_NA	Success	0.152439772621022	1	0.580839431968832	0.752377523964771	AT1G54920
chr1:clu_1254_NA	Not enough valid samples	NA	NA	NA	NA	AT1G55000
chr1:clu_1255_NA	Success	3.16515973890135	1	0.0118690934510709	0.0647444050706432	RH20
chr1:clu_1256_NA	Not enough valid samples	NA	NA	NA	NA	HUB2
chr1:clu_1257_NA	Success	5.71390694277113	2	0.00329975537260479	0.0276261308107751	SCL33
chr1:clu_1258_NA	Success	0.375562953560916	1	0.386119995885879	0.593232924980546	SCL33
chr1:clu_1259_NA	Success	0.819893558430692	1	0.200354679044428	0.403110412831066	AT1G55340
chr1:clu_1260_NA	Success	0.676602234286634	1	0.244718687611398	0.458771633971243	DEK1
chr1:clu_1261_NA	Not enough valid samples	NA	NA	NA	NA	ECT4
chr1:clu_1262_NA	Success	0.943867666695269	1	0.169457574864035	0.365004127754179	ECT4
chr1:clu_1263_NA	Success	0.834045209251201	1	0.196514502480245	0.398568339929732	TBP2
chr1:clu_1264_NA	Not enough valid samples	NA	NA	NA	NA	UKL3
chr1:clu_1265_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G55830
chr1:clu_1266_NA	Success	6.47111009221157	2	0.00154750690371303	0.0173850032082557	AT1G55840
chr1:clu_1267_NA	Success	0.428863173635364	1	0.35437574024752	0.563440245653392	CBSDUFCH2
chr1:clu_1268_NA	Success	1.87041155969111	1	0.0530982818563713	0.174264790365786	AT1G56090
chr1:clu_1269_NA	Success	0.403983445821382	1	0.368722023282326	0.578545147642361	NOP56
chr1:clu_1270_NA	Success	0.0820473299561399	1	0.685414303720348	0.825227898742188	AT1G56180
chr1:clu_1271_NA	Success	0.497734338416194	1	0.318409445235136	0.530156112121532	AT1G56220
chr1:clu_1272_NA	Success	1.08625585503884	1	0.140496596959443	0.324355016051518	AT1G56230
chr1:clu_1273_NA	Success	0.942634910364177	1	0.169736405090762	0.365344313521569	AT1G56460
chr1:clu_1274_NA	Success	1.30640847494504	1	0.106003314313052	0.268968946980724	AT1G56500
chr1:clu_1275_NA	Success	4.10041813735376	1	0.00418710859313411	0.0321917035049317	AT1G56500
chr1:clu_1276_NA	Success	4.95784257714089	1	0.00163876119641329	0.0180084957656762	AT1G56500
chr1:clu_1277_NA	Not enough valid samples	NA	NA	NA	NA	AT1G56660
chr1:clu_1278_NA	Not enough valid samples	NA	NA	NA	NA	AT1G56720
chr1:clu_1279_NA	Success	0.082107404144395	1	0.685305321531256	0.825227898742188	AT1G57540
chr1:clu_1280_NA	Success	0.623023131432817	1	0.264308965348187	0.476832153067866	AT1G57600
chr1:clu_1281_NA	Success	0.762190900313328	1	0.216957598586445	0.424091761273116	RPL21F
chr1:clu_1282_NA	Success	0.701415646771522	1	0.236250094511805	0.447148414455008	ASK4
chr1:clu_1283_NA	Success	0.251208653221568	1	0.478439900052846	0.676260700635968	AT1G58025
chr1:clu_1284_NA	Not enough valid samples	NA	NA	NA	NA	AT1G58025
chr1:clu_1285_NA	Success	0.370539400238044	1	0.389315518881752	0.596608264736641	CAT2
chr1:clu_1286_NA	Success	0.0409453439199297	1	0.77475137371772	0.879195888612448	HISN1A
chr1:clu_1287_NA	Success	0.592156348954092	1	0.27647976163348	0.488700620647682	BCA6
chr1:clu_1288_NA	Success	0.822521751843084	1	0.199634881510211	0.402571713949737	MSL3
chr1:clu_1289_NA	Not enough valid samples	NA	NA	NA	NA	MSL3
chr1:clu_1290_NA	Success	1.07694228352634	1	0.142209685005472	0.326811914894705	RXW8
chr1:clu_1291_NA	Not enough valid samples	NA	NA	NA	NA	AT1G58590
chr1:clu_1292_NA	Success	3.12136674867611	2	0.0440968578922696	0.153880721189883	AT1G58602
chr1:clu_1293_NA	Not enough valid samples	NA	NA	NA	NA	AT1G58602
chr1:clu_1294_NA	Success	0.00309688590056112	1	0.937270832102836	0.970675961142827	CW7
