intron	logef	A	B	deltapsi
chr1:2852603:2852740:clu_129_NA	2.91354247697619	0.0699066010346251	0.962274374009596	0.892367772974971
chr1:2869440:2869515:clu_130_NA	1.80658081150413	0.119458586490916	0.834186649546379	0.714728063055463
chr1:2869440:2869536:clu_130_NA	-1.80658081150413	0.880541413509084	0.165813350453621	-0.714728063055463
chr1:2931640:2931732:clu_132_NA	-4.16470726526831	0.985051181998985	0.0156524256428207	-0.969398756356164
chr1:2931670:2931732:clu_132_NA	4.16470726526831	0.014948818001015	0.984347574357179	0.969398756356164
chr1:3199619:3199710:clu_138_NA	0.03841772053407	0.259076889463478	0.255909970801314	-0.00316691866216323
chr1:3199619:3200036:clu_138_NA	-0.199803007210405	0.122449021521705	0.0953138263677314	-0.0271351951539732
chr1:3199623:3199710:clu_138_NA	0.260150979986786	0.312444300642928	0.385237602281229	0.0727933016383011
chr1:3199623:3200036:clu_138_NA	-0.0987656933104509	0.30602978837189	0.263538600549725	-0.0424911878221647
chr1:3200099:3200183:clu_139_NA	0.165127003271256	0.777539105426752	0.829436177601799	0.0518970721750474
chr1:3200103:3200183:clu_139_NA	-0.165127003271256	0.222460894573248	0.170563822398201	-0.0518970721750474
chr1:3497655:3499259:clu_147_NA	3.93324102744708	0.0190350108833911	0.980625355256877	0.961590344373485
chr1:3497655:3499264:clu_147_NA	-3.93324102744708	0.980964989116609	0.0193746447431235	-0.961590344373486
chr1:3503004:3503370:clu_149_NA	1.86028430166848	0.200578683078063	0.803410144408023	0.602831461329959
chr1:3503004:3503374:clu_149_NA	-0.930143136578936	0.722902756092718	0.177772744610411	-0.545130011482307
chr1:3503049:3503374:clu_149_NA	-0.930141165089545	0.0765185608292189	0.0188171109815667	-0.0577014498476522
chr1:293752:294055:clu_15_NA	1.74504827725971	0.206389678673913	0.895038208865855	0.688648530191942
chr1:293756:294055:clu_15_NA	-1.74504827725971	0.793610321326087	0.104961791134145	-0.688648530191942
chr1:3530927:3531193:clu_153_NA	-0.0132317583711031	0.453569621581453	0.447019222740397	-0.00655039884105585
chr1:3530927:3531265:clu_153_NA	0.0132317583711031	0.546430378418548	0.552980777259603	0.00655039884105568
chr1:3531307:3531479:clu_154_NA	-0.146584489829083	0.193843629858766	0.152078025110611	-0.0417656047481551
chr1:3531342:3531479:clu_154_NA	0.146584489829083	0.806156370141234	0.847921974889389	0.0417656047481552
chr1:3535578:3535774:clu_156_NA	3.70178532814521	0.0295517368313805	0.980390851116164	0.950839114284783
chr1:3535645:3535774:clu_156_NA	-3.70178532814521	0.97044826316862	0.0196091488838361	-0.950839114284784
chr1:3535885:3535961:clu_157_NA	2.10649101792007	0.0128527592613882	0.380147766295967	0.367295007034579
chr1:3535885:3536131:clu_157_NA	-4.36073702826725	0.970369146817276	0.0445873432735751	-0.925781803543701
chr1:3536020:3536131:clu_157_NA	2.25424601034719	0.0167780939213358	0.575264890430457	0.558486796509122
chr1:3657332:3657407:clu_160_NA	-0.158999413902596	0.368466694820162	0.315524585118668	-0.0529421097014943
chr1:3657332:3657523:clu_160_NA	0.16781378961975	0.291551198639452	0.346164850650976	0.0546136520115243
chr1:3657430:3657523:clu_160_NA	-0.00881437571715377	0.339982106540386	0.338310564230356	-0.00167154231002992
chr1:3715543:3717150:clu_161_NA	2.9556401362472	0.049662135455078	0.950720197331325	0.901058061876247
chr1:3716579:3717150:clu_161_NA	-2.9556401362472	0.950337864544922	0.0492798026686751	-0.901058061876247
chr1:3821780:3822147:clu_164_NA	2.28900971133433	0.120130407254546	0.742849060447287	0.622718653192741
chr1:3821795:3822018:clu_164_NA	-0.762931315504374	0.191168155405136	0.0558755783757574	-0.135292577029378
chr1:3821795:3822147:clu_164_NA	-0.763039125970476	0.300562139819382	0.087840325101809	-0.212721814717573
chr1:3821795:3822164:clu_164_NA	-0.763039269859479	0.388139297520936	0.113435036075147	-0.27470426144579
chr1:3968061:3968132:clu_165_NA	-0.116501738804786	0.336738716479552	0.296255927966058	-0.040482788513494
chr1:3968061:3968347:clu_165_NA	0.0053690570238366	0.26106526088997	0.259448340161443	-0.00161692072852665
chr1:3968185:3968347:clu_165_NA	0.111132681780949	0.402196022630478	0.444295731872499	0.0420997092420206
chr1:3995470:3995905:clu_166_NA	0.229095717926553	0.0202060417495907	0.0301156463913532	0.00990960464176248
chr1:3995470:3996013:clu_166_NA	-2.11409865963442	0.00990410132619708	0.00141739086621065	-0.00848671045998643
chr1:3995470:3996016:clu_166_NA	1.12312881756165	0.030359457568972	0.110631446992896	0.0802719894239238
chr1:3995470:3996041:clu_166_NA	2.87598047814735	0.0346332285684314	0.72833531438975	0.693702085821319
chr1:3995472:3996041:clu_166_NA	-2.11410635400113	0.904897170786809	0.12950020135979	-0.775396969427019
chr1:3997141:3997239:clu_167_NA	-0.14402820542624	0.968470137672224	0.958382496612337	-0.0100876410598874
chr1:3997141:3997249:clu_167_NA	0.14402820542624	0.0315298623277758	0.0416175033876632	0.0100876410598874
chr1:313418:313567:clu_17_NA	-0.343273373851676	0.550848167309048	0.381674109123134	-0.169174058185914
chr1:313452:313567:clu_17_NA	0.343273373851676	0.449151832690952	0.618325890876867	0.169174058185914
chr1:4234492:4234560:clu_175_NA	2.65269998836705	0.107150951847445	0.960274315829855	0.853123363982411
chr1:4234495:4234560:clu_175_NA	-2.65269998836705	0.892849048152555	0.0397256841701446	-0.853123363982411
chr1:4306028:4306149:clu_176_NA	-3.53808059132712	0.992844639548146	0.104944999028285	-0.88789964051986
chr1:4306028:4306169:clu_176_NA	3.53808059132712	0.00715536045185437	0.895055000971715	0.88789964051986
chr1:314802:314891:clu_18_NA	-0.212973700515732	0.522633835654787	0.472897391994379	-0.0497364436604081
chr1:314802:315577:clu_18_NA	0.335592901597463	0.0943607052676329	0.147774678296859	0.0534139730292264
chr1:315015:315577:clu_18_NA	-0.122619201081731	0.38300545907758	0.379327929708762	-0.00367752936881832
chr1:4864965:4865151:clu_194_NA	4.4198057822999	0.00666199978499413	0.978854590855874	0.97219259107088
chr1:4865032:4865151:clu_194_NA	-4.4198057822999	0.993338000215006	0.0211454091441258	-0.97219259107088
chr1:4928144:4928450:clu_198_NA	-0.450548868736954	0.852605832824488	0.70142424144436	-0.151181591380127
chr1:4928148:4928450:clu_198_NA	0.450548868736954	0.147394167175512	0.29857575855564	0.151181591380128
chr1:35963:36624:clu_2_NA	-0.0889055368738898	0.958752587794419	0.951118218396136	-0.00763436939828277
chr1:36171:36624:clu_2_NA	0.0889055368738899	0.041247412205581	0.0488817816038638	0.00763436939828286
chr1:4984746:4985428:clu_203_NA	-3.40522271624275	0.934478954591325	0.0154766112614825	-0.919002343329843
chr1:4984746:4985491:clu_203_NA	3.40522271624275	0.0655210454086747	0.984523388738518	0.919002343329843
chr1:4989618:4990042:clu_204_NA	-1.74512573565876	0.949393959583494	0.363894932179303	-0.585499027404191
chr1:4989790:4990042:clu_204_NA	1.74512573565876	0.0506060404165062	0.636105067820697	0.585499027404191
chr1:5034008:5034145:clu_205_NA	-2.616846794863	0.924530680699726	0.0613335290596566	-0.86319715164007
chr1:5034028:5034145:clu_205_NA	2.616846794863	0.0754693193002735	0.938666470940343	0.86319715164007
chr1:392072:392262:clu_21_NA	-2.00271531797824	0.906773051514719	0.150514012127789	-0.75625903938693
chr1:392076:392262:clu_21_NA	2.00271531797824	0.0932269484852811	0.849485987872211	0.75625903938693
chr1:5229051:5229128:clu_215_NA	1.77848759315857	0.0583442118601514	0.431923091575432	0.373578879715281
chr1:5229051:5229346:clu_215_NA	-3.65207406094684	0.875367950815956	0.0283881000721584	-0.846979850743798
chr1:5229268:5229346:clu_215_NA	1.87358646778827	0.0662878373238924	0.539688808352409	0.473400971028517
chr1:5238149:5238229:clu_216_NA	0.134232854701532	0.952411649769734	0.963203963990087	0.0107923142203539
chr1:5238149:5238236:clu_216_NA	-0.134232854701532	0.0475883502302664	0.0367960360099124	-0.010792314220354
chr1:5296046:5296406:clu_220_NA	0.592632403774749	0.245875776582435	0.516127937043659	0.270252160461224
chr1:5296051:5296406:clu_220_NA	-0.592632403774749	0.754124223417565	0.483872062956341	-0.270252160461224
chr1:5497101:5497248:clu_224_NA	0.0313923391907797	0.287326601406555	0.300352675265594	0.0130260738590396
chr1:5497117:5497248:clu_224_NA	-0.0313923391907797	0.712673398593445	0.699647324734405	-0.0130260738590395
chr1:5590025:5590235:clu_229_NA	-8.91429041857568	0.927574978709443	2.31529330109064e-07	-0.927574747180112
chr1:5590025:5590241:clu_229_NA	8.91429041857568	0.0724250212905575	0.99999976847067	0.927574747180112
chr1:6214110:6214214:clu_254_NA	0.150412043869447	0.457666261472451	0.532723844896424	0.0750575834239735
chr1:6214113:6214214:clu_254_NA	-0.150412043869447	0.542333738527549	0.467276155103576	-0.0750575834239736
chr1:6215344:6215593:clu_255_NA	0.0648653758336248	0.7370060491248	0.761368294564274	0.0243622454394745
chr1:6215377:6215593:clu_255_NA	-0.0648653758336248	0.2629939508752	0.238631705435726	-0.0243622454394745
chr1:6584354:6584426:clu_268_NA	-1.87891608923052	0.397141682337131	0.0562593725378894	-0.340882309799241
chr1:6584354:6585037:clu_268_NA	3.75783217846105	0.021674630046063	0.861409733857188	0.839735103811125
chr1:6584556:6585037:clu_268_NA	-1.87891608923052	0.581183687616806	0.0823308936049226	-0.498852794011884
chr1:513246:513332:clu_27_NA	-0.0686986063977098	0.563992161340126	0.529959796725874	-0.0340323646142521
chr1:513249:513332:clu_27_NA	0.0686986063977097	0.436007838659874	0.470040203274126	0.0340323646142519
chr1:6688738:6688826:clu_272_NA	0.0654575802519477	0.581225587735542	0.610645785795963	0.029420198060421
chr1:6688738:6688828:clu_272_NA	0.0663487034572596	0.148916491450736	0.156593757172487	0.00767726572175084
chr1:6688738:6688834:clu_272_NA	-0.131806283709207	0.269857920813722	0.23276045703155	-0.0370974637821717
chr1:6709958:6710115:clu_273_NA	0.406505168771917	0.123373657894408	0.122757330765873	-0.000616327128534766
chr1:6709958:6710468:clu_273_NA	0.929462367536064	0.0671055405491079	0.112642115963503	0.0455365754143953
chr1:6709958:6711414:clu_273_NA	-3.81524773781264	0.714141966851211	0.0104261881840686	-0.703715778667142
chr1:6709958:6711420:clu_273_NA	2.47928020150466	0.095378834705274	0.754174365086555	0.658795530381281
chr1:6846470:6846540:clu_280_NA	0.0132566832074955	0.296378947709797	0.265535856330533	-0.0308430913792636
chr1:6846470:6846543:clu_280_NA	-0.0594035046885166	0.260316943276998	0.216881415692448	-0.0434355275845505
chr1:6846470:6846731:clu_280_NA	-0.40702795579303	0.123434754263994	0.0726416966718293	-0.0507930575921647
chr1:6846628:6846731:clu_280_NA	0.453174777274051	0.319869354749211	0.444941031305189	0.125071676555979
chr1:7169747:7169846:clu_283_NA	0.079334887029485	0.766737462096002	0.793908772124593	0.0271713100285912
chr1:7169762:7169846:clu_283_NA	-0.079334887029485	0.233262537903998	0.206091227875406	-0.0271713100285913
chr1:7178376:7178470:clu_284_NA	-0.359301315487671	0.335426592813563	0.215529771296148	-0.119896821517415
chr1:7178376:7178473:clu_284_NA	-0.058960297975485	0.272881488429927	0.236766524501065	-0.0361149639288623
chr1:7178376:7178476:clu_284_NA	0.418261613463156	0.391691918756509	0.547703704202786	0.156011785446277
chr1:7463970:7464600:clu_289_NA	0.436521255915948	0.215877035445338	0.39727929330516	0.181402257859822
chr1:7463970:7466068:clu_289_NA	-0.436521255915948	0.784122964554662	0.60272070669484	-0.181402257859822
chr1:7478368:7478442:clu_291_NA	4.75474835695432	0.0128179117773408	0.566094618068616	0.553276706291276
chr1:7478368:7478617:clu_291_NA	-9.24061036195851	0.97432735208226	3.59475733539097e-05	-0.974291404508906
chr1:7478522:7478617:clu_291_NA	4.48586200500419	0.0128547361403994	0.43386943435803	0.42101469821763
chr1:626828:626913:clu_30_NA	4.28510926738225	0.0198912114240882	0.990740778565381	0.970849567141293
chr1:626828:626917:clu_30_NA	-4.28510926738225	0.980108788575912	0.00925922143461848	-0.970849567141293
chr1:7838114:7838208:clu_300_NA	-4.10624764568401	0.988889356354834	0.0235725770686329	-0.965316779286201
chr1:7838114:7838212:clu_300_NA	4.10624764568401	0.0111106436451657	0.976427422931367	0.965316779286201
chr1:8052480:8052606:clu_308_NA	-0.0743577432635414	0.278900536125562	0.260427511780987	-0.0184730243445758
chr1:8052480:8052610:clu_308_NA	-0.90908557040825	0.360709265606362	0.146176352718004	-0.214532912888358
chr1:8052480:8052615:clu_308_NA	0.414454401797162	0.184528119138135	0.280923767928591	0.0963956487904563
chr1:8052480:8052663:clu_308_NA	0.56898891187463	0.175862079129941	0.312472367572418	0.136610288442477
chr1:628469:628935:clu_31_NA	-0.0170437400726885	0.00338046462054625	0.00326754512832752	-0.000112919492218724
chr1:628469:629288:clu_31_NA	0.0170437400726886	0.996619535379454	0.996732454871673	0.00011291949221881
chr1:8080108:8080188:clu_310_NA	-2.00606939232196	0.847648979382276	0.0914664665579049	-0.756182512824371
chr1:8080112:8080188:clu_310_NA	2.00606939232196	0.152351020617724	0.908533533442095	0.756182512824371
chr1:8101713:8102030:clu_311_NA	-3.25792073922459	0.946049597876828	0.0252929410387286	-0.920756656838099
chr1:8101713:8102033:clu_311_NA	3.25792073922459	0.0539504021231725	0.974707058961271	0.920756656838099
chr1:8107519:8107593:clu_312_NA	-28.3755118816019	0.973589942632525	2.31193712867418e-15	-0.973589942632523
chr1:8107519:8107613:clu_312_NA	6.183062173807	0.0264100142846854	0.0639685625226673	0.0375585482379819
chr1:8107523:8107613:clu_312_NA	22.1924497077949	4.30827895094483e-08	0.936031437477331	0.936031394394541
chr1:8197747:8198071:clu_315_NA	-3.5944967796092	0.947960763479917	0.0302068009560009	-0.917753962523916
chr1:8197752:8198052:clu_315_NA	3.25624309912748	0.0310877888884702	0.935713148433329	0.904625359544859
chr1:8197752:8198071:clu_315_NA	0.338253680481721	0.0209514476316125	0.0340800506106702	0.0131286029790576
chr1:8355732:8356053:clu_322_NA	-0.0792932215069721	0.449491577752224	0.439493551064064	-0.00999802668816069
chr1:8355732:8356059:clu_322_NA	-0.136619138799003	0.416663068559511	0.384697732562982	-0.0319653359965293
chr1:8355938:8356053:clu_322_NA	0.215912360305975	0.133845353688265	0.175808716372955	0.04196336268469
chr1:8377741:8377836:clu_324_NA	-1.70529002642744	0.420538543030156	0.0639919587370085	-0.356546584293148
chr1:8377741:8378066:clu_324_NA	3.41058005285491	0.0336364904451914	0.852951661974189	0.819315171528997
chr1:8377979:8378066:clu_324_NA	-1.70529002642748	0.545824966524653	0.0830563792888029	-0.46276858723585
chr1:8378191:8378301:clu_325_NA	-2.33987948222622	0.90289782252375	0.0794448844315026	-0.823452938092247
chr1:8378206:8378301:clu_325_NA	2.33987948222622	0.0971021774762502	0.920555115568497	0.823452938092247
chr1:8428330:8428605:clu_327_NA	-2.10951825365424	0.913904658706547	0.106233958923634	-0.807670699782913
chr1:8428399:8428605:clu_327_NA	-2.10951680025163	0.0725031049902919	0.00842790656392427	-0.0640751984263676
chr1:8428399:8428617:clu_327_NA	4.21903505390587	0.0135922363031611	0.885338134512442	0.871745898209281
chr1:8470512:8470684:clu_328_NA	-0.0801770024017092	0.0172189649835596	0.0220727063366863	0.00485374135312673
chr1:8470602:8470684:clu_328_NA	-2.70685972707074	0.943284280246777	0.0874454720366912	-0.855838808210086
chr1:8470602:8470699:clu_328_NA	2.78703672947245	0.0394967547696636	0.890481821626622	0.850985066856959
chr1:632806:632881:clu_33_NA	-0.111764386204009	0.169223983555343	0.14007516509804	-0.0291488184573029
chr1:632806:632884:clu_33_NA	0.111764386204009	0.830776016444657	0.85992483490196	0.0291488184573031
chr1:8617437:8617617:clu_332_NA	0.305190809098136	0.509585021751128	0.656723403085946	0.147138381334817
chr1:8617452:8617617:clu_332_NA	-0.305190809098136	0.490414978248872	0.343276596914054	-0.147138381334817
chr1:8639172:8639285:clu_333_NA	0.291917733086339	0.128959201125673	0.176490831036309	0.047531629910636
chr1:8639172:8639369:clu_333_NA	-0.166057046684541	0.221763707575236	0.191983704721119	-0.0297800028541168
chr1:8639172:8639506:clu_333_NA	-0.22413868954331	0.263050674887493	0.214876428857402	-0.0481742460300906
chr1:8639418:8639506:clu_333_NA	0.025453738338939	0.155957963569333	0.163513467032751	0.00755550346341782
chr1:8639422:8639506:clu_333_NA	0.072824264802573	0.230268452842265	0.253135568352419	0.0228671155101536
chr1:8755026:8755127:clu_336_NA	3.56511481491501	0.0341683730774214	0.97787212020619	0.943703747128769
chr1:8755026:8755177:clu_336_NA	-3.56511481491501	0.965831626922579	0.0221278797938097	-0.943703747128769
chr1:8758362:8758437:clu_337_NA	0.0110944756740552	0.495485238985186	0.501032352649663	0.00554711366447674
chr1:8758362:8758722:clu_337_NA	-0.0110944756740552	0.504514761014814	0.498967647350337	-0.0055471136644768
chr1:8860999:8861125:clu_338_NA	-0.0932821170831313	0.577213281303659	0.531154527909967	-0.0460587533936926
chr1:8861032:8861125:clu_338_NA	0.0932821170831313	0.422786718696341	0.468845472090033	0.0460587533936925
chr1:8946317:8946600:clu_342_NA	-2.13522665084105	0.781264373460837	0.0475433114700567	-0.733721061990781
chr1:8946322:8946600:clu_342_NA	2.13522665084105	0.218735626539163	0.952456688529943	0.733721061990781
chr1:8973614:8973807:clu_344_NA	-0.0152464746790602	0.335705333992669	0.329378973476487	-0.00632636051618274
chr1:8973614:8974343:clu_344_NA	0.0870595090940551	0.34255886550754	0.372309198085811	0.0297503325782719
chr1:8973837:8974343:clu_344_NA	-0.0718130344149948	0.321735800499791	0.298311828437702	-0.0234239720620892
chr1:9033327:9033583:clu_346_NA	2.56720986789254	0.0932568637360469	0.945829107960556	0.852572244224509
chr1:9033484:9033583:clu_346_NA	-2.56720986789254	0.906743136263953	0.0541708920394437	-0.852572244224509
chr1:644256:644350:clu_35_NA	2.8900977456635	0.0498263329481953	0.944385701763688	0.894559368815493
chr1:644261:644350:clu_35_NA	-2.8900977456635	0.950173667051805	0.055614298236312	-0.894559368815493
chr1:9501142:9502077:clu_357_NA	0.179490418259333	0.479266859029562	0.539305270948013	0.0600384119184508
chr1:9501869:9502077:clu_357_NA	-0.247347249118641	0.232923298856172	0.171039711282464	-0.0618835875737075
chr1:9501973:9502077:clu_357_NA	0.0678568308593078	0.287809842114267	0.289655017769523	0.00184517565525666
chr1:9507023:9507212:clu_358_NA	-0.142977381434962	0.170098131969125	0.158776240843203	-0.0113218911259215
chr1:9507023:9508147:clu_358_NA	-0.172568686443343	0.673565058332236	0.610399515928675	-0.0631655424035614
chr1:9507051:9508147:clu_358_NA	0.315546067878305	0.156336809698639	0.230824243228122	0.0744874335294829
chr1:9512216:9512571:clu_359_NA	-4.34087670031586	0.991127333408167	0.0185987729417198	-0.972528560466447
chr1:9512219:9512571:clu_359_NA	4.34087670031586	0.00887266659183335	0.98140122705828	0.972528560466447
chr1:646310:646406:clu_36_NA	0.21044883118704	0.411611973076291	0.462777810788279	0.051165837711988
chr1:646310:646567:clu_36_NA	-0.238081245321737	0.0630556314776244	0.0452703935820283	-0.0177852378955961
chr1:646489:646567:clu_36_NA	0.0276324141346972	0.525332395446084	0.491951795629693	-0.0333805998163918
chr1:9532963:9533365:clu_361_NA	0.142564283270734	0.903352530986959	0.92554386903167	0.0221913380447105
chr1:9533038:9533365:clu_361_NA	-0.142564283270734	0.0966474690130409	0.0744561309683303	-0.0221913380447105
chr1:9669265:9669342:clu_365_NA	-0.754208893777053	0.109165816863514	0.0263981601800397	-0.0827676566834745
chr1:9669265:9669354:clu_365_NA	0.754208893777053	0.890834183136486	0.97360183981996	0.0827676566834744
chr1:9695641:9695721:clu_366_NA	1.87743890951432	0.136884964203182	0.871408565010269	0.734523600807086
chr1:9695641:9695892:clu_366_NA	-1.87743890951432	0.863115035796817	0.128591434989731	-0.734523600807086
chr1:9802954:9803207:clu_368_NA	0.862713742668786	0.970246218092015	0.994568108205853	0.0243218901138377
chr1:9802978:9803207:clu_368_NA	-0.862713742668786	0.0297537819079849	0.00543189179414717	-0.0243218901138377
chr1:9803676:9803771:clu_369_NA	2.32799521745849	0.0320126120938725	0.776763005666157	0.744750393572284
chr1:9803680:9803771:clu_369_NA	-2.32799521745849	0.967987387906127	0.223236994333843	-0.744750393572284
chr1:9934288:9934794:clu_371_NA	3.1063600096695	0.045000922496241	0.95921076524698	0.914209842750739
chr1:9934566:9934794:clu_371_NA	-3.1063600096695	0.954999077503759	0.0407892347530195	-0.914209842750739
chr1:9969587:9969772:clu_372_NA	-0.0578915461741965	0.226664484418617	0.220680154300948	-0.00598433011766905
chr1:9969587:9970113:clu_372_NA	0.698609405680769	0.0471177163876759	0.0977480775813244	0.0506303611936485
chr1:9969587:9971073:clu_372_NA	-0.0895085301301571	0.140872912269559	0.13288507730522	-0.00798783496433916
chr1:9969836:9970113:clu_372_NA	-0.00125999697255734	0.17164996912265	0.17685539034428	0.00520542122162979
chr1:9969836:9971073:clu_372_NA	-0.644486441678705	0.164188658650744	0.0889135664631252	-0.0752750921876191
chr1:9970153:9971073:clu_372_NA	0.0945371092748473	0.249506259150754	0.282917734005103	0.0334114748543491
chr1:10039889:10040008:clu_374_NA	1.35923475148346	0.103225629002348	0.510139568399517	0.406913939397169
chr1:10039889:10040205:clu_374_NA	-2.73108995607402	0.812317979200929	0.0671772294405513	-0.745140749760378
chr1:10040040:10040205:clu_374_NA	1.37185520459057	0.0844563917967224	0.422683202159931	0.338226810363209
chr1:10042672:10043048:clu_375_NA	-1.14775014902922	0.43507268953837	0.156836837793878	-0.278235851744492
chr1:10042672:10043851:clu_375_NA	2.29550029852265	0.0585716317132006	0.660629931951486	0.602058300238286
chr1:10043263:10043851:clu_375_NA	-1.14775014949343	0.506355678748429	0.182533230254636	-0.323822448493793
chr1:10062032:10062186:clu_376_NA	-0.0186614874251433	0.452951028631532	0.475239983448624	0.0222889548170913
chr1:10062032:10062439:clu_376_NA	0.183652263390618	0.0765004361378025	0.0982628550573859	0.0217624189195834
chr1:10062299:10062439:clu_376_NA	-0.164990775965475	0.470548535230665	0.426497161493991	-0.0440513737366746
chr1:10062540:10062689:clu_377_NA	-0.13607626443527	0.336962308848205	0.27908330143641	-0.0578790074117948
chr1:10062543:10062689:clu_377_NA	0.13607626443527	0.663037691151795	0.72091669856359	0.0578790074117947
chr1:10087820:10087894:clu_379_NA	-2.09952045703749	0.922459331573147	0.15151083470288	-0.770948496870266
chr1:10087820:10088041:clu_379_NA	2.09952045703749	0.0775406684268534	0.84848916529712	0.770948496870266
chr1:666256:666351:clu_38_NA	3.29536646892845	0.0479905420611499	0.973484744812048	0.925494202750898
chr1:666262:666351:clu_38_NA	-3.29536646892845	0.95200945793885	0.0265152551879523	-0.925494202750898
chr1:10134536:10134686:clu_381_NA	-1.52227658296663	0.597461223145524	0.0660102633109821	-0.531450959834541
chr1:10134581:10134686:clu_381_NA	1.52227658296663	0.402538776854476	0.933989736689018	0.531450959834541
chr1:10177042:10177135:clu_382_NA	31.1088738797473	2.22158566369107e-10	1	0.999999999777841
chr1:10177042:10177138:clu_382_NA	-31.1088738797473	0.999999999777841	4.29054446700585e-18	-0.999999999777841
chr1:10190632:10190747:clu_383_NA	-0.00876033975315779	0.465513026246329	0.461156438463583	-0.00435658778274622
chr1:10190646:10190747:clu_383_NA	0.00876033975315774	0.534486973753671	0.538843561536417	0.00435658778274617
chr1:667437:667541:clu_39_NA	-0.337985948469797	0.94460460804948	0.896627184206147	-0.0479774238433333
chr1:667464:667541:clu_39_NA	0.337985948469797	0.0553953919505198	0.103372815793853	0.0479774238433333
chr1:10448745:10448846:clu_391_NA	4.89988014778391	0.00477885173076485	0.988581041436143	0.983802189705378
chr1:10448745:10448849:clu_391_NA	-4.89988014778391	0.995221148269235	0.0114189585638572	-0.983802189705378
chr1:10449480:10449598:clu_392_NA	21.8943728839835	0.00682097193442323	1	0.993179028065577
